j,l,trajectory,M,S,D
367,1,"1 2 4 3 4 -2 4 4 4 -1 -3 4",48,1,128
368,1,"1 2 3 4 4 4 -2 -3 4 4 -1 4",48,1,0
369,1,"1 2 4 4 4 4 4 -1 -4 -2 4 4",24,1,-512
370,1,"1 2 -1 2 4 4 -2 4 4 4 -2 4",24,1,256
371,1,"1 2 -1 4 4 2 4 -2 4 4 4 -2",24,1,-256
372,1,"1 4 2 2 4 4 -2 -2 4 4 -1 4",24,1,512
373,1,"1 2 -1 -2 4 4 4 -2 4 4 2 4",24,1,-256
374,1,"1 2 2 -1 -2 4 4 4 4 4 4 -2",24,1,-1024
375,1,"1 4 2 4 4 -2 4 4 4 4 -1 -4",24,1,-512
376,1,"1 4 4 2 4 4 4 -1 4 4 -2 -4",24,1,0
377,1,"1 2 -1 4 2 4 4 4 -2 4 -2 4",24,1,0
378,1,"1 1 4 4 1 4 -1 4 -1 -1 4 4",6,1,512
379,1,"1 2 2 4 4 -2 -2 4 4 4 -1 4",24,1,512
380,1,"1 2 4 4 4 2 -1 -2 4 4 4 -2",12,1,-512
381,1,"1 2 3 -1 -3 4 4 4 -2 4 4 4",48,1,-256
382,1,"1 2 4 3 -2 4 4 4 4 -3 -1 4",48,1,256
383,1,"1 2 4 -2 3 4 -3 4 4 -1 4 4",48,1,128
384,1,"1 2 4 -2 4 -1 3 4 -3 4 4 4",48,1,128
385,1,"1 2 3 -1 4 4 4 -3 4 -2 4 4",48,1,0
386,1,"1 2 3 4 4 4 4 -1 4 -3 4 -2",48,1,0
387,1,"1 2 4 -2 4 -1 4 3 4 4 -3 4",48,1,128
388,1,"1 2 4 4 3 -1 4 4 -3 -2 4 4",48,1,0
389,1,"1 2 2 4 -2 4 4 4 4 -1 -2 4",24,1,0
390,1,"1 2 4 -2 4 4 4 4 4 4 -1 -4",24,1,-512
391,1,"1 2 -1 4 4 4 4 2 4 -2 -2 4",24,1,0
392,1,"1 2 2 4 4 -2 4 4 4 -2 -1 4",24,1,512
393,1,"1 2 4 4 2 4 -1 4 4 -2 -2 4",24,1,256
394,1,"1 2 4 -1 4 -2 4 3 4 4 -3 4",48,1,128
395,1,"1 2 4 4 -2 -1 4 4 -2 4 4 2",24,1,256
396,1,"1 4 2 2 4 -2 4 -1 4 4 4 -2",24,1,256
397,1,"1 2 2 4 -1 4 4 -2 -2 4 4 4",24,1,512
398,1,"1 2 4 4 -1 4 4 4 2 4 -2 -2",24,1,0
399,1,"1 2 4 -1 4 -2 3 4 -3 4 4 4",48,1,128
400,1,"1 2 4 -2 4 4 2 4 4 -2 -1 4",24,1,256
401,1,"1 2 4 3 -1 4 4 -2 -3 4 4 4",48,1,256
402,1,"1 4 2 2 4 -2 4 -2 -1 4 4 4",24,1,256
403,1,"1 2 4 -2 4 3 4 4 -3 -1 4 4",48,1,128
404,1,"1 4 2 -1 4 -2 4 4 2 4 4 -2",24,1,0
405,1,"1 2 3 4 4 -3 4 4 4 -1 -2 4",48,1,0
406,1,"1 2 3 4 4 4 -2 -1 4 -3 4 4",48,1,256
407,1,"1 2 4 3 4 -3 4 4 -1 -2 4 4",48,1,0
408,1,"1 2 3 -1 -3 -2 4 4 4 4 4 4",48,1,-512
409,1,"1 2 -1 4 -2 4 3 4 -3 4 4 4",48,1,0
410,1,"1 2 -1 4 -2 4 4 3 4 4 -3 4",48,1,0
411,1,"1 2 4 -2 -1 4 4 2 4 4 4 -2",24,1,256
412,1,"1 4 2 2 4 -2 4 4 -1 4 -2 4",24,1,256
413,1,"1 2 3 4 -1 4 4 4 4 -3 4 -2",48,1,0
414,1,"1 2 4 3 -2 4 4 -3 4 -1 4 4",48,1,128
415,1,"1 2 3 4 4 -1 4 -3 -2 4 4 4",48,1,256
416,1,"1 4 -1 4 4 4 4 2 4 4 -2 -4",24,1,0
417,1,"1 1 -4 -1 4 4 -1 4 4 4 4 4",6,1,-1024
418,1,"1 2 3 4 -3 4 -1 4 -2 4 4 4",48,1,128
419,1,"1 2 4 -2 4 -2 4 4 2 -1 4 4",24,1,0
420,1,"1 2 2 4 -1 -2 4 -2 4 4 4 4",24,1,0
421,1,"1 2 3 -1 4 -3 4 -2 4 4 4 4",48,1,0
422,1,"1 2 3 -2 4 -1 4 4 4 -3 4 4",48,1,0
423,1,"1 2 2 4 4 -1 4 4 -2 4 4 -2",24,1,0
424,1,"1 2 4 -2 -2 -1 4 4 4 4 2 4",24,1,512
425,1,"1 2 -1 4 2 4 -2 -2 4 4 4 4",24,1,0
426,1,"1 4 2 2 4 4 4 4 -2 -2 -1 4",24,1,512
427,1,"1 2 3 -1 4 -2 4 4 4 -3 4 4",48,1,0
428,1,"1 2 4 3 4 4 -1 -2 4 -3 4 4",24,1,0
429,1,"1 2 4 -2 -1 4 -2 4 2 4 4 4",24,1,256
430,1,"1 2 3 -2 4 4 4 4 -1 -3 4 4",48,1,-256
431,1,"1 2 3 4 4 -1 4 -2 4 -3 4 4",48,1,128
432,1,"1 2 3 4 -1 4 -2 4 4 -3 4 4",48,1,128
433,1,"1 2 4 -2 -1 4 2 4 -2 4 4 4",24,1,256
434,1,"1 2 4 4 2 -1 -2 4 4 4 4 -2",24,1,-512
435,1,"1 2 4 4 -2 -2 4 -1 4 4 2 4",24,1,256
436,1,"1 2 4 4 -2 4 2 4 -1 4 -2 4",24,1,128
437,1,"1 4 2 2 -1 4 4 -2 4 4 -2 4",24,1,256
438,1,"1 2 4 2 -1 4 4 -2 4 4 -2 4",24,1,0
439,1,"1 4 2 -1 4 -2 4 -2 4 4 4 2",24,1,256
440,1,"1 2 -1 -2 4 4 3 4 4 4 -3 4",48,1,-256
441,1,"1 2 4 -2 3 4 4 4 -3 4 -1 4",48,1,128
442,1,"1 2 4 2 4 4 -1 4 4 4 -2 -2",24,1,0
443,1,"1 2 4 4 2 4 -2 -2 4 4 -1 4",24,1,256
444,1,"1 2 4 4 -2 4 4 2 4 -2 -1 4",24,1,256
445,1,"1 4 2 4 -2 4 -1 4 2 4 -2 4",12,1,128
446,1,"1 4 -1 4 4 2 4 -2 -2 4 4 2",24,1,256
447,1,"1 1 4 4 4 4 -1 4 4 4 -1 -4",6,1,-1024
448,1,"1 2 4 4 4 -2 -2 4 -1 4 4 2",24,1,512
449,1,"1 2 4 -1 4 4 3 4 -3 4 -2 4",48,1,128
450,1,"1 2 4 -2 -2 -1 4 2 4 4 4 4",24,1,512
451,1,"1 4 2 -1 4 4 -2 4 4 2 4 -2",24,1,0
452,1,"1 2 3 4 4 -2 4 -1 -3 4 4 4",48,1,0
453,1,"1 2 -1 4 4 4 3 -2 4 4 -3 4",48,1,0
454,1,"1 1 4 -1 4 -1 4 -1 4 4 1 4",6,1,256
455,1,"1 1 4 4 1 4 -1 -1 4 4 -1 4",3,1,512
456,1,"1 2 -1 2 4 4 4 4 -2 4 4 -2",24,1,0
457,1,"1 4 2 4 -2 -2 4 4 2 4 -1 4",24,1,256
458,1,"1 2 2 -1 4 4 4 -2 4 4 4 -2",24,1,-512
459,1,"1 2 3 4 -2 -3 4 4 4 4 -1 4",48,1,0
460,1,"1 2 4 3 4 -2 -3 4 -1 4 4 4",48,1,128
461,1,"1 2 4 -1 3 4 4 4 -2 -3 4 4",48,1,0
462,1,"1 2 4 2 4 -1 -2 4 -2 4 4 4",24,1,0
463,1,"1 2 4 2 4 -2 4 4 4 -2 -1 4",24,1,256
464,1,"1 4 4 2 2 4 -2 -1 4 4 -2 4",24,1,256
465,1,"1 2 3 4 4 4 -1 -3 4 -2 4 4",48,1,0
466,1,"1 2 2 4 4 4 4 -2 4 -1 -2 4",24,1,0
467,1,"1 2 4 -1 4 4 2 4 -2 -2 4 4",24,1,256
468,1,"1 4 2 -1 4 4 4 -2 -2 4 4 2",24,1,512
469,1,"1 1 4 -1 4 4 4 4 4 4 -1 -4",6,1,-1024
470,1,"1 2 4 -2 4 4 4 2 4 -1 4 -2",24,1,0
471,1,"1 2 4 4 2 -1 4 -2 -2 4 4 4",24,1,0
472,1,"1 2 4 4 2 4 -2 -1 -2 4 4 4",24,1,256
473,1,"1 2 3 4 -3 -1 4 4 4 4 4 -2",48,1,256
474,1,"1 2 4 4 -1 4 2 4 -2 4 4 -2",24,1,0
475,1,"1 2 4 2 4 -2 -2 4 4 -1 4 4",24,1,256
476,1,"1 2 3 4 -1 -2 4 4 -3 4 4 4",48,1,0
477,1,"1 2 4 3 -2 4 -1 4 -3 4 4 4",48,1,128
478,1,"1 2 4 4 3 -2 4 4 -1 4 -3 4",48,1,128
479,1,"1 2 -1 2 4 -2 4 4 4 4 4 -2",24,1,0
480,1,"1 2 3 4 -2 -1 4 4 -3 4 4 4",48,1,256
481,1,"1 2 3 4 -3 4 4 4 -1 4 4 -2",48,1,0
482,1,"1 2 3 -1 4 4 4 4 4 -3 -2 4",48,1,0
483,1,"1 1 4 -1 -1 4 4 4 -1 4 1 4",6,1,512
484,1,"1 2 -1 4 -2 4 4 4 4 -2 4 2",24,1,256
485,1,"1 2 -1 4 4 4 4 -2 -2 4 2 4",24,1,0
486,1,"1 2 2 4 -1 4 -2 4 4 4 -2 4",24,1,256
487,1,"1 2 4 2 -1 4 4 4 -2 -2 4 4",24,1,0
488,1,"1 2 3 -2 4 -3 -1 4 4 4 4 4",48,1,256
489,1,"1 2 3 4 -3 -1 -2 4 4 4 4 4",48,1,256
490,1,"1 2 2 4 -2 -1 4 -2 4 4 4 4",24,1,512
491,1,"1 2 4 4 2 4 4 -1 4 4 -2 -2",24,1,0
492,1,"1 2 4 4 -2 -1 2 4 4 4 -2 4",24,1,256
493,1,"1 4 2 4 2 4 4 -2 -2 -1 4 4",24,1,256
494,1,"1 2 -1 4 4 -2 4 2 4 4 4 -2",24,1,-256
495,1,"1 2 -1 4 4 4 4 -2 4 -2 4 2",24,1,256
496,1,"1 2 4 4 -2 4 -1 4 4 -2 4 2",24,1,256
497,1,"1 2 3 4 4 4 -2 -1 4 4 -3 4",48,1,256
498,1,"1 2 4 -2 4 -1 4 4 4 -2 4 2",24,1,256
499,1,"1 4 2 4 4 -2 -4 -1 4 4 4 4",24,1,0
500,1,"1 2 4 2 -1 4 4 4 -2 4 4 -2",24,1,-256
501,1,"1 2 3 4 -2 4 -3 -1 4 4 4 4",48,1,256
502,1,"1 2 3 4 -3 4 -2 4 -1 4 4 4",48,1,128
503,1,"1 2 3 4 4 -3 -1 -2 4 4 4 4",48,1,256
504,1,"1 2 4 -1 2 4 4 4 -2 4 4 -2",24,1,256
505,1,"1 4 2 2 4 -2 -2 4 4 -1 4 4",24,1,512
506,1,"1 2 -1 4 4 3 -2 4 -3 4 4 4",48,1,0
507,1,"1 2 4 3 4 -1 -3 4 4 4 -2 4",48,1,128
508,1,"1 1 1 4 -1 4 -1 -1 4 4 4 4",6,1,1024
509,1,"1 2 4 2 4 -2 -1 -2 4 4 4 4",24,1,256
510,1,"1 2 4 -2 4 -1 4 2 4 -2 4 4",24,1,128
511,1,"1 2 4 4 4 -2 -1 2 4 4 4 -2",12,1,512
512,1,"1 2 3 4 4 -2 -1 4 4 -3 4 4",48,1,256
513,1,"1 4 2 -4 -2 4 4 -1 4 4 4 4",24,1,-512
514,1,"1 2 4 -1 4 -2 4 2 4 -2 4 4",24,1,128
515,1,"1 2 3 4 4 4 4 -1 -3 4 -2 4",48,1,0
516,1,"1 2 -1 -2 4 2 4 4 -2 4 4 4",24,1,-256
517,1,"1 4 2 -1 4 4 2 4 4 -2 -2 4",24,1,256
518,1,"1 2 3 -2 4 -1 4 4 4 4 -3 4",48,1,0
519,1,"1 2 4 3 4 4 -3 4 -1 4 -2 4",48,1,128
520,1,"1 2 4 -1 2 4 4 -2 4 4 -2 4",24,1,256
521,1,"1 4 -1 4 4 4 4 1 4 4 -1 -4",6,1,-512
522,1,"1 2 3 -1 4 -2 4 4 4 4 -3 4",48,1,0
523,1,"1 4 2 4 -1 4 4 4 4 4 -2 -4",24,1,0
524,1,"1 2 4 3 4 4 -1 -2 4 4 -3 4",48,1,0
525,1,"1 2 -4 -2 4 4 4 4 4 -1 4 4",24,1,-512
526,1,"1 2 4 -1 -2 4 2 4 4 4 4 -2",24,1,-256
527,1,"1 2 4 4 -2 4 -2 -1 4 4 4 2",24,1,256
528,1,"1 4 2 -1 4 4 4 2 4 4 -2 -2",24,1,0
529,1,"1 4 2 2 4 4 -2 -2 4 -1 4 4",24,1,512
530,1,"1 2 4 -2 -2 4 4 4 2 4 -1 4",24,1,256
531,1,"1 2 4 4 4 2 4 4 -2 -2 -1 4",24,1,512
532,1,"1 4 2 2 4 4 4 -2 4 -2 -1 4",24,1,256
533,1,"1 4 4 2 2 4 -1 4 4 4 -2 -2",24,1,512
534,1,"1 2 3 -2 4 4 4 4 -1 4 -3 4",48,1,0
535,1,"1 2 3 4 -1 4 -2 4 4 4 -3 4",48,1,128
536,1,"1 2 3 4 4 -1 4 -2 4 4 -3 4",48,1,128
537,1,"1 4 2 4 4 4 4 -1 4 4 -2 -4",24,1,0
538,1,"1 2 -1 4 -2 4 4 2 4 -2 4 4",24,1,0
539,1,"1 2 3 4 4 4 -3 4 4 4 -1 -2",48,1,-256
540,1,"1 2 3 4 4 4 4 -2 -1 4 -3 4",48,1,256
541,1,"1 2 4 4 3 4 -3 4 -1 -2 4 4",48,1,0
542,1,"1 2 -1 2 4 -2 -2 4 4 4 4 4",24,1,512
543,1,"1 4 -1 4 4 4 2 2 4 4 -2 -2",24,1,512
544,1,"1 2 4 4 4 4 2 4 -2 -1 4 -2",24,1,256
545,1,"1 2 -1 -2 4 4 4 3 4 -3 4 4",48,1,-256
546,1,"1 2 4 2 -1 -2 4 4 4 4 -2 4",24,1,-256
547,1,"1 2 3 4 -1 4 4 4 -3 4 -2 4",48,1,128
548,1,"1 2 4 4 4 4 -2 -1 4 2 4 -2",24,1,256
549,1,"1 2 2 4 -2 4 -1 4 4 4 -2 4",24,1,256
550,1,"1 2 4 -1 3 4 4 4 -2 4 -3 4",48,1,128
551,1,"1 4 2 4 -2 4 2 -1 4 -2 4 4",24,1,128
552,1,"1 2 4 3 4 -2 4 4 -3 -1 4 4",48,1,128
553,1,"1 2 -1 4 2 4 -2 4 -2 4 4 4",24,1,0
554,1,"1 2 -1 4 4 4 4 -2 4 2 4 -2",24,1,-256
555,1,"1 2 2 4 -2 4 -2 -1 4 4 4 4",24,1,512
556,1,"1 2 4 -2 4 4 -1 4 3 4 -3 4",48,1,128
557,1,"1 4 2 2 -1 4 4 4 4 -2 4 -2",24,1,0
558,1,"1 2 3 4 4 -3 4 4 4 -1 4 -2",48,1,0
559,1,"1 2 4 -2 4 2 4 -1 4 4 4 -2",24,1,0
560,1,"1 2 4 -2 4 2 -1 -2 4 4 4 4",24,1,-256
561,1,"1 2 3 -2 -1 4 4 -3 4 4 4 4",48,1,0
562,1,"1 2 2 4 -2 4 4 -1 4 -2 4 4",24,1,256
563,1,"1 2 4 2 4 4 4 4 -2 -1 4 -2",24,1,256
564,1,"1 4 2 -1 4 2 4 -2 4 4 4 -2",24,1,0
565,1,"1 4 2 -1 4 -2 4 2 4 -2 4 4",24,1,128
566,1,"1 2 4 2 -1 -2 4 -2 4 4 4 4",24,1,-256
567,1,"1 2 3 -1 -2 4 4 -3 4 4 4 4",48,1,-256
568,1,"1 2 3 4 4 4 -1 4 4 -3 -2 4",48,1,256
569,1,"1 4 2 4 4 4 4 4 -2 -4 -1 4",24,1,0
570,1,"1 1 4 4 -1 4 -1 4 -1 4 1 4",6,1,256
571,1,"1 2 4 4 -2 -1 4 4 4 2 4 -2",24,1,256
572,1,"1 2 3 -1 4 4 -3 4 4 -2 4 4",48,1,0
573,1,"1 2 2 4 -1 4 4 4 -2 4 4 -2",24,1,0
574,1,"1 2 4 4 -1 -2 4 4 4 -2 4 2",24,1,256
575,1,"1 2 3 4 4 -3 -2 4 4 -1 4 4",48,1,256
576,1,"1 1 1 4 4 -1 4 -1 4 -1 4 4",6,1,512
577,1,"1 2 -1 4 4 4 -2 4 2 4 4 -2",24,1,-256
578,1,"1 2 -1 4 3 4 4 -3 4 -2 4 4",48,1,0
579,1,"1 2 -1 4 4 4 -2 4 2 4 -2 4",24,1,0
580,1,"1 4 2 2 -1 4 -2 4 4 4 4 -2",24,1,0
581,1,"1 4 2 4 -1 4 -2 4 4 -2 4 2",24,1,128
582,1,"1 4 2 2 4 4 -2 4 -2 -1 4 4",24,1,256
583,1,"1 4 2 4 -2 -1 4 2 4 4 -2 4",24,1,128
584,1,"1 2 2 -1 4 4 -2 4 4 -2 4 4",24,1,0
585,1,"1 2 4 -1 -2 4 -2 4 2 4 4 4",24,1,0
586,1,"1 2 4 4 2 4 -2 -2 4 -1 4 4",24,1,256
587,1,"1 2 4 3 4 4 -2 4 4 -1 -3 4",48,1,128
588,1,"1 4 -1 4 4 1 -4 -1 4 4 4 4",6,1,-512
589,1,"1 2 4 4 2 4 -1 -2 4 4 -2 4",12,1,0
590,1,"1 2 3 4 -3 4 4 4 -2 4 -1 4",48,1,128
591,1,"1 2 2 4 4 -1 4 4 4 4 -2 -2",24,1,0
592,1,"1 2 3 4 4 -2 -1 4 4 4 -3 4",48,1,256
593,1,"1 2 4 3 -2 4 -3 4 4 -1 4 4",48,1,128
594,1,"1 2 2 4 -1 -2 4 4 4 4 4 -2",24,1,-512
595,1,"1 2 4 -2 4 -2 4 4 -1 4 4 2",24,1,256
596,1,"1 2 3 4 4 -1 -3 4 -2 4 4 4",48,1,0
597,1,"1 2 -1 4 4 3 4 4 4 -2 -3 4",48,1,0
598,1,"1 2 4 -1 4 4 -2 -2 4 4 4 2",24,1,512
599,1,"1 1 1 4 -1 -1 4 4 4 -1 4 4",6,1,1024
600,1,"1 2 2 4 -2 4 -2 4 4 4 -1 4",24,1,256
601,1,"1 4 -1 4 4 2 4 4 2 4 -2 -2",24,1,256
602,1,"1 2 4 3 4 4 4 -2 4 -3 -1 4",48,1,128
603,1,"1 4 2 4 4 4 -2 -2 -1 4 4 2",24,1,0
604,1,"1 2 4 3 4 -3 4 -1 4 4 -2 4",48,1,128
605,1,"1 1 1 4 -1 4 4 4 -1 -1 4 4",6,1,1024
606,1,"1 2 2 4 -2 4 4 4 4 -2 -1 4",24,1,512
607,1,"1 2 4 4 -2 4 4 -2 4 2 -1 4",24,1,0
608,1,"1 2 4 4 4 4 -2 4 4 4 -1 -4",24,1,-512
609,1,"1 2 2 4 -2 -2 4 -1 4 4 4 4",24,1,512
610,1,"1 2 4 4 3 4 -2 4 -1 -3 4 4",48,1,128
611,1,"1 4 2 4 -1 4 4 2 4 -2 -2 4",24,1,256
612,1,"1 2 -1 4 3 -2 4 4 4 -3 4 4",48,1,0
613,1,"1 2 4 -1 4 4 4 2 4 -2 -2 4",24,1,256
614,1,"1 4 2 -1 4 4 4 -2 4 -2 4 2",24,1,256
615,1,"1 2 4 -1 4 4 -2 3 4 4 -3 4",48,1,128
616,1,"1 2 2 4 4 4 -1 -2 4 4 -2 4",24,1,0
617,1,"1 2 4 4 3 4 -1 4 -2 4 -3 4",48,1,128
618,1,"1 2 -1 -2 4 4 3 4 -3 4 4 4",48,1,-256
619,1,"1 2 4 2 4 -2 -2 4 -1 4 4 4",24,1,256
620,1,"1 2 -1 -2 4 4 4 3 4 4 -3 4",48,1,-256
621,1,"1 2 4 -1 4 3 4 -3 4 -2 4 4",48,1,128
622,1,"1 4 4 1 4 4 4 -1 -4 -1 4 4",6,1,512
623,1,"1 4 2 4 4 -2 -1 4 2 4 4 -2",12,1,256
624,1,"1 2 4 -1 -2 4 2 4 -2 4 4 4",24,1,0
625,1,"1 2 3 -2 -3 4 4 4 4 -1 4 4",48,1,-256
626,1,"1 2 -1 4 4 4 3 -2 -3 4 4 4",24,1,0
627,1,"1 2 3 -1 4 4 4 4 4 -3 4 -2",48,1,-256
628,1,"1 2 4 4 2 -1 4 -2 4 4 -2 4",24,1,0
629,1,"1 4 2 -1 4 4 -2 -2 4 4 2 4",24,1,256
630,1,"1 2 4 -2 4 -1 4 2 4 4 4 -2",24,1,0
631,1,"1 4 2 4 2 -1 4 4 4 -2 -2 4",24,1,256
632,1,"1 2 3 4 -3 4 4 -2 4 -1 4 4",48,1,128
633,1,"1 2 4 -2 4 -1 2 4 4 4 -2 4",24,1,256
634,1,"1 2 4 -2 4 -2 4 4 -1 2 4 4",24,1,256
635,1,"1 4 2 4 4 2 4 -2 -1 4 4 -2",24,1,256
636,1,"1 2 3 4 4 4 4 -3 4 -2 -1 4",48,1,256
637,1,"1 2 3 4 -2 4 -1 -3 4 4 4 4",48,1,0
638,1,"1 2 4 4 -1 4 -2 3 4 4 -3 4",48,1,128
639,1,"1 2 4 4 4 4 -1 -4 -2 4 4 4",24,1,-512
640,1,"1 2 4 -2 4 4 -2 4 2 -1 4 4",24,1,0
641,1,"1 2 2 4 -2 -2 4 4 -1 4 4 4",24,1,512
642,1,"1 2 4 -2 4 4 2 4 -1 4 -2 4",24,1,128
643,1,"1 2 4 4 -2 -1 4 -2 4 4 2 4",24,1,256
644,1,"1 4 2 -1 4 -2 -2 4 4 4 2 4",24,1,256
645,1,"1 2 3 -1 4 4 -2 4 4 -3 4 4",48,1,0
646,1,"1 2 4 3 -2 4 4 4 -3 4 -1 4",48,1,128
647,1,"1 2 4 4 -1 2 4 4 -2 4 -2 4",24,1,256
648,1,"1 2 4 3 -1 4 4 4 -2 -3 4 4",48,1,256
649,1,"1 4 2 4 4 4 4 4 -2 4 -1 -4",24,1,-512
650,1,"1 2 3 4 4 4 4 -1 -3 4 4 -2",48,1,-256
651,1,"1 1 4 1 4 -1 -1 4 4 4 -1 4",6,1,512
652,1,"1 2 -1 -2 4 4 -2 4 4 4 4 2",24,1,0
653,1,"1 2 4 -2 4 -1 4 4 -2 4 2 4",24,1,128
654,1,"1 4 -1 4 4 2 4 -2 -2 4 2 4",24,1,256
655,1,"1 2 -1 4 -2 4 2 4 4 4 -2 4",24,1,0
656,1,"1 2 2 4 4 -1 4 4 4 -2 -2 4",24,1,512
657,1,"1 2 4 -1 4 -2 4 4 -2 4 2 4",24,1,128
658,1,"1 2 3 -2 4 -3 4 4 4 4 -1 4",48,1,0
659,1,"1 2 -4 -1 4 4 4 4 4 4 -2 4",24,1,-512
660,1,"1 2 2 4 -2 -1 4 4 4 4 4 -2",24,1,512
661,1,"1 2 2 4 4 4 -2 4 -2 -1 4 4",24,1,512
662,1,"1 2 4 -2 -2 -1 2 4 4 4 4 4",24,1,512
663,1,"1 2 4 -2 4 3 4 4 -1 -3 4 4",48,1,128
664,1,"1 1 4 1 4 4 -1 4 -1 4 -1 4",6,1,256
665,1,"1 2 -1 4 2 4 4 4 4 4 -2 -2",24,1,-512
666,1,"1 4 2 4 -2 -2 4 2 4 4 -1 4",24,1,256
667,1,"1 2 4 4 -1 4 -2 4 -2 4 2 4",24,1,128
668,1,"1 4 2 4 2 -1 4 4 4 4 -2 -2",24,1,0
669,1,"1 2 -1 4 3 4 4 4 4 -3 -2 4",48,1,0
670,1,"1 2 3 4 4 -3 4 -2 4 4 -1 4",48,1,128
671,1,"1 2 3 4 4 4 -2 -1 -3 4 4 4",24,1,0
672,1,"1 1 1 4 -1 4 4 -1 4 4 -1 4",6,1,512
673,1,"1 2 3 4 4 -2 4 4 4 -3 -1 4",48,1,256
674,1,"1 2 4 2 4 4 -2 4 4 -2 -1 4",24,1,256
675,1,"1 2 3 4 -1 4 4 4 -3 4 4 -2",48,1,0
676,1,"1 2 -1 4 -2 3 4 4 4 -3 4 4",48,1,0
677,1,"1 2 -1 4 -2 4 4 4 -2 4 2 4",24,1,0
678,1,"1 4 2 -1 4 4 4 -2 -2 4 2 4",24,1,256
679,1,"1 2 2 4 4 4 4 -2 4 -2 -1 4",24,1,512
680,1,"1 2 4 4 4 2 4 -2 -2 4 -1 4",24,1,256
681,1,"1 4 2 4 2 4 4 -2 4 -2 -1 4",24,1,128
682,1,"1 4 -1 4 4 4 2 4 -2 -2 4 2",24,1,256
683,1,"1 4 4 2 2 4 -1 4 4 -2 -2 4",12,1,512
684,1,"1 2 3 -2 4 -1 4 4 -3 4 4 4",48,1,0
685,1,"1 4 2 4 -1 4 2 4 4 -2 4 -2",24,1,128
686,1,"1 2 4 4 -2 4 2 4 -2 4 -1 4",24,1,128
687,1,"1 2 3 -1 4 -2 4 4 -3 4 4 4",48,1,0
688,1,"1 1 4 -1 -1 4 1 4 -1 4 4 4",6,1,512
689,1,"1 4 2 4 -2 -2 -1 4 4 2 4 4",24,1,256
690,1,"1 2 2 -1 4 4 4 4 -2 4 -2 4",24,1,0
691,1,"1 2 4 -2 4 4 -2 -1 2 4 4 4",24,1,256
692,1,"1 2 3 4 4 -1 4 -2 -3 4 4 4",48,1,0
693,1,"1 2 3 4 4 -3 4 -1 -2 4 4 4",48,1,0
694,1,"1 2 3 4 -1 4 -2 4 -3 4 4 4",48,1,128
695,1,"1 2 4 4 3 4 -2 4 -1 4 -3 4",48,1,128
696,1,"1 2 -1 4 3 -2 4 4 4 4 -3 4",48,1,0
697,1,"1 4 2 4 2 4 -1 4 -2 4 -2 4",12,1,128
698,1,"1 2 3 -1 -3 4 4 -2 4 4 4 4",48,1,-256
699,1,"1 2 4 4 3 -1 4 4 -3 4 -2 4",48,1,128
700,1,"1 4 2 2 4 4 -2 -1 4 4 -2 4",24,1,256
701,1,"1 4 2 4 2 -1 4 4 -2 4 4 -2",24,1,0
702,1,"1 2 4 4 2 4 -2 4 -1 4 4 -2",24,1,0
703,1,"1 2 3 4 4 -2 4 -3 4 -1 4 4",48,1,128
704,1,"1 2 3 4 4 4 -1 4 4 -3 4 -2",48,1,0
705,1,"1 2 4 -1 4 4 2 4 4 -2 4 -2",24,1,0
706,1,"1 2 3 -2 4 4 -3 -1 4 4 4 4",48,1,256
707,1,"1 4 -1 4 4 -1 -4 1 4 4 4 4",6,1,-512
708,1,"1 2 -1 4 2 4 4 4 -2 4 4 -2",24,1,-256
709,1,"1 2 4 2 4 4 -1 4 4 -2 -2 4",24,1,256
710,1,"1 2 4 -2 -2 4 4 -1 4 4 2 4",24,1,256
711,1,"1 2 4 2 4 4 -2 -2 -1 4 4 4",24,1,512
712,1,"1 2 4 4 2 4 -1 4 -2 4 4 -2",24,1,0
713,1,"1 2 4 4 4 2 4 -2 4 -2 -1 4",24,1,256
714,1,"1 2 4 4 4 4 -1 4 4 4 -2 -4",24,1,-512
715,1,"1 2 2 -1 4 -2 4 4 4 4 -2 4",24,1,0
716,1,"1 2 4 2 4 -1 4 4 -2 4 4 -2",24,1,0
717,1,"1 4 2 4 -2 -1 4 4 -2 4 4 2",24,1,0
718,1,"1 2 3 4 -1 -3 4 4 -2 4 4 4",48,1,0
719,1,"1 2 2 4 4 -2 4 -2 -1 4 4 4",24,1,512
720,1,"1 2 4 4 3 4 -2 -3 4 4 -1 4",48,1,128
721,1,"1 4 4 2 -4 -2 4 4 4 -1 4 4",24,1,-512
722,1,"1 2 4 -2 4 4 4 -1 4 2 4 -2",24,1,0
723,1,"1 4 2 -1 4 4 4 2 4 -2 4 -2",24,1,0
724,1,"1 2 -1 4 -2 4 2 4 4 4 4 -2",24,1,-256
725,1,"1 2 4 4 2 4 -1 4 -2 -2 4 4",24,1,256
726,1,"1 2 4 4 -1 4 4 4 -2 -2 4 2",24,1,512
727,1,"1 2 4 -2 3 4 4 -3 -1 4 4 4",48,1,0
728,1,"1 2 4 -1 4 4 4 2 4 4 -2 -2",24,1,0
729,1,"1 2 4 2 4 4 -1 -2 4 4 -2 4",24,1,0
730,1,"1 2 4 -2 -1 4 4 2 4 4 -2 4",24,1,256
731,1,"1 2 3 -2 -1 4 -3 4 4 4 4 4",48,1,0
732,1,"1 2 -1 -2 4 4 4 2 4 -2 4 4",24,1,-256
