j,l,trajectory,M,S,D
1810,1,"1 2 4 4 -1 4 -2 4 2 4 4 -2",24,1,0
1811,1,"1 4 2 4 4 -2 -2 4 2 -1 4 4",24,1,256
1812,1,"1 2 4 4 4 -2 -1 4 -2 4 2 4",24,1,256
1813,1,"1 2 3 -1 4 4 4 4 -2 4 -3 4",48,1,0
1814,1,"1 2 -1 4 4 3 -2 -3 4 4 4 4",48,1,0
1815,1,"1 2 2 -1 4 4 4 4 4 4 -2 -2",24,1,-1024
1816,1,"1 1 4 1 4 -1 4 4 -1 4 -1 4",6,1,256
1817,1,"1 2 -1 2 4 4 4 4 4 4 -2 -2",24,1,0
1818,1,"1 2 -1 -2 4 4 2 4 4 4 4 -2",24,1,-512
1819,1,"1 2 4 4 -2 -2 -1 4 2 4 4 4",24,1,512
1820,1,"1 4 2 2 4 -1 4 4 4 4 -2 -2",24,1,512
1821,1,"1 2 4 3 4 -3 4 -2 4 4 -1 4",48,1,128
1822,1,"1 2 -1 -2 4 4 -2 4 4 4 2 4",24,1,-256
1823,1,"1 2 4 4 -2 4 4 2 -1 4 4 -2",24,1,-256
1824,1,"1 2 -1 4 4 4 4 3 4 -3 -2 4",48,1,0
1825,1,"1 2 4 2 4 -2 4 4 -2 -1 4 4",24,1,256
1826,1,"1 2 4 3 4 -2 4 4 4 -3 -1 4",48,1,128
1827,1,"1 2 -1 4 4 4 2 4 4 4 -2 -2",24,1,-512
1828,1,"1 2 4 4 4 -2 -2 -1 4 2 4 4",24,1,512
1829,1,"1 2 4 4 -2 4 4 4 4 4 -1 -4",24,1,-512
1830,1,"1 2 2 4 4 4 -2 4 4 -2 -1 4",24,1,512
1831,1,"1 2 4 2 4 -2 4 -2 -1 4 4 4",24,1,256
1832,1,"1 4 2 4 2 4 -1 4 4 -2 -2 4",24,1,256
1833,1,"1 4 2 4 -1 4 2 4 -2 -2 4 4",24,1,256
1834,1,"1 2 2 4 4 4 -1 4 -2 4 4 -2",24,1,0
1835,1,"1 4 -1 4 4 2 4 2 4 -2 -2 4",24,1,256
1836,1,"1 2 4 3 4 -1 4 -2 -3 4 4 4",48,1,128
1837,1,"1 2 4 3 4 -3 4 -1 -2 4 4 4",48,1,0
1838,1,"1 2 3 4 -1 4 4 -3 4 4 -2 4",48,1,128
1839,1,"1 2 4 3 -1 4 -2 4 -3 4 4 4",48,1,128
1840,1,"1 2 -4 -1 4 4 4 4 4 -2 4 4",24,1,-512
1841,1,"1 2 4 4 -2 4 4 2 -1 4 -2 4",24,1,0
1842,1,"1 2 4 4 4 2 4 4 -1 4 -2 -2",24,1,0
1843,1,"1 2 3 -1 4 -3 4 4 4 4 4 -2",48,1,-256
1844,1,"1 2 -1 4 4 -2 3 4 -3 4 4 4",48,1,0
1845,1,"1 1 4 -1 4 1 4 -1 4 -1 4 4",6,1,256
1846,1,"1 2 4 -2 4 4 -1 4 2 4 -2 4",24,1,128
1847,1,"1 2 3 -1 -3 4 -2 4 4 4 4 4",48,1,-256
1848,1,"1 2 -1 4 4 -2 4 3 4 4 -3 4",48,1,0
1849,1,"1 2 4 3 4 -2 4 -3 4 -1 4 4",48,1,128
1850,1,"1 2 3 4 4 -1 4 4 4 -3 4 -2",48,1,0
1851,1,"1 2 3 4 -3 -2 4 4 4 -1 4 4",48,1,256
1852,1,"1 2 2 4 4 4 -1 4 4 -2 -2 4",24,1,512
1853,1,"1 2 4 2 4 4 -2 -1 4 4 -2 4",24,1,256
1854,1,"1 2 3 -1 -3 4 4 4 4 -2 4 4",48,1,-256
1855,1,"1 2 4 4 4 4 -2 4 2 -1 4 -2",24,1,-256
1856,1,"1 2 2 4 -1 4 -2 -2 4 4 4 4",24,1,512
1857,1,"1 2 3 4 4 4 4 4 -1 -3 4 -2",48,1,-256
1858,1,"1 2 2 4 4 4 4 -2 -2 -1 4 4",24,1,1024
1859,1,"1 2 4 -1 4 -2 4 4 2 4 4 -2",24,1,0
1860,1,"1 2 4 -2 -2 4 2 4 4 -1 4 4",24,1,256
1861,1,"1 2 4 -2 4 2 4 4 -2 -1 4 4",24,1,256
1862,1,"1 2 2 4 4 -2 -1 4 4 4 4 -2",24,1,512
1863,1,"1 2 4 4 4 2 -1 4 4 -2 -2 4",24,1,0
1864,1,"1 2 4 4 4 -2 4 -1 4 -2 4 2",24,1,256
1865,1,"1 2 3 -1 4 -3 -2 4 4 4 4 4",48,1,0
1866,1,"1 4 -1 -4 -1 4 4 4 4 1 4 4",6,1,512
1867,1,"1 4 4 -1 4 4 1 4 4 4 -1 -4",6,1,-512
1868,1,"1 2 2 4 -1 4 4 -2 4 -2 4 4",24,1,256
1869,1,"1 2 2 4 4 4 4 4 -1 4 -2 -2",24,1,0
1870,1,"1 2 3 4 4 -1 -2 4 4 -3 4 4",48,1,0
1871,1,"1 2 4 -2 4 -1 2 4 -2 4 4 4",24,1,256
1872,1,"1 2 4 -2 4 2 4 -2 -1 4 4 4",24,1,256
1873,1,"1 2 4 -2 3 4 4 -1 4 4 -3 4",48,1,128
1874,1,"1 2 2 4 4 -2 4 4 -1 -2 4 4",24,1,0
1875,1,"1 2 4 2 4 4 4 -2 -1 4 -2 4",24,1,256
1876,1,"1 4 2 4 -1 4 4 -2 -2 4 2 4",24,1,256
1877,1,"1 2 4 2 4 -1 4 -2 4 4 -2 4",24,1,128
1878,1,"1 4 2 -1 4 2 4 4 -2 -2 4 4",24,1,256
1879,1,"1 2 3 4 4 4 -2 4 -1 -3 4 4",48,1,0
1880,1,"1 2 4 2 -1 4 -2 4 4 4 -2 4",24,1,0
1881,1,"1 4 2 4 -2 4 4 2 4 -2 -1 4",24,1,128
1882,1,"1 2 4 4 4 4 4 4 4 -2 -1 -4",24,1,-1024
1883,1,"1 2 4 -2 -1 4 -2 4 4 4 4 2",24,1,256
1884,1,"1 4 2 4 -1 4 -2 4 4 2 4 -2",24,1,128
1885,1,"1 2 3 4 -2 4 4 4 4 -1 -3 4",48,1,0
1886,1,"1 2 3 4 4 4 -1 4 -2 4 -3 4",48,1,128
1887,1,"1 2 2 4 4 -1 -2 4 4 4 4 -2",24,1,-512
1888,1,"1 2 4 -1 -2 4 -2 4 4 4 4 2",24,1,256
1889,1,"1 2 4 -2 -2 -1 4 4 2 4 4 4",24,1,512
1890,1,"1 2 4 4 4 4 4 -2 -2 -1 4 2",24,1,512
1891,1,"1 2 2 4 4 4 4 4 -2 -2 -1 4",24,1,1024
1892,1,"1 2 4 2 4 -2 -2 4 4 4 -1 4",24,1,256
1893,1,"1 4 2 4 -2 -2 4 4 4 2 -1 4",24,1,256
1894,1,"1 2 3 4 4 -3 4 -1 4 -2 4 4",48,1,128
1895,1,"1 2 2 4 4 4 4 -1 -2 4 -2 4",24,1,0
1896,1,"1 2 4 3 -1 4 -3 -2 4 4 4 4",48,1,0
1897,1,"1 2 4 4 3 4 -2 4 -3 4 -1 4",48,1,128
1898,1,"1 4 1 -4 -1 4 4 4 -1 4 4 4",6,1,-512
1899,1,"1 2 -1 4 -2 4 2 4 -2 4 4 4",24,1,0
1900,1,"1 2 2 4 4 -1 4 4 4 -2 4 -2",24,1,0
1901,1,"1 2 4 -2 -2 -1 4 4 4 4 4 2",24,1,512
1902,1,"1 2 4 4 2 4 -2 4 -2 -1 4 4",24,1,256
1903,1,"1 2 -1 4 4 -2 4 4 -2 4 4 2",24,1,256
1904,1,"1 4 2 4 2 4 4 4 -2 -2 -1 4",24,1,256
1905,1,"1 2 -1 4 4 4 3 4 -3 4 -2 4",48,1,0
1906,1,"1 2 4 -1 4 4 -2 4 4 2 4 -2",24,1,0
1907,1,"1 2 4 4 -2 -1 4 4 -2 4 2 4",24,1,256
1908,1,"1 2 -1 4 3 4 4 4 -2 -3 4 4",48,1,0
1909,1,"1 1 4 4 -1 4 4 4 4 4 -1 -4",6,1,-1024
1910,1,"1 2 -1 4 4 4 2 4 -2 -2 4 4",24,1,0
1911,1,"1 2 2 4 -2 4 -1 -2 4 4 4 4",24,1,0
1912,1,"1 2 4 -2 4 -2 4 4 4 2 -1 4",24,1,0
1913,1,"1 2 4 4 4 -2 -1 4 -2 4 4 2",24,1,256
1914,1,"1 2 4 3 4 4 4 -3 4 -1 -2 4",48,1,0
1915,1,"1 2 4 -1 3 4 4 4 -3 -2 4 4",48,1,256
1916,1,"1 2 3 4 -3 4 4 4 4 -1 -2 4",48,1,0
1917,1,"1 2 4 3 4 -2 -1 4 -3 4 4 4",48,1,256
1918,1,"1 1 4 4 4 4 4 -1 4 4 -1 -4",6,1,-1024
1919,1,"1 1 1 4 4 4 -1 4 4 -1 -1 4",6,1,1024
1920,1,"1 2 -1 2 4 4 -2 4 4 4 4 -2",24,1,0
1921,1,"1 4 2 4 2 4 -2 -2 4 4 -1 4",24,1,256
1922,1,"1 2 3 4 -1 -3 4 4 4 -2 4 4",48,1,0
1923,1,"1 2 2 4 4 -2 4 -1 4 4 -2 4",24,1,256
1924,1,"1 2 4 4 4 -1 -4 -2 4 4 4 4",24,1,-512
1925,1,"1 4 2 -4 -2 4 4 4 -1 4 4 4",24,1,-512
1926,1,"1 2 4 -2 -1 2 4 -2 4 4 4 4",24,1,256
1927,1,"1 4 2 2 -1 4 4 4 -2 -2 4 4",24,1,512
1928,1,"1 2 3 4 4 -3 -1 4 4 4 4 -2",48,1,256
1929,1,"1 2 4 -1 4 4 -2 4 3 4 -3 4",48,1,128
1930,1,"1 1 4 1 4 4 4 -1 4 -1 -1 4",6,1,512
1931,1,"1 1 4 -1 4 -1 4 4 -1 4 1 4",6,1,256
1932,1,"1 1 4 4 1 4 -1 4 -1 4 -1 4",6,1,256
1933,1,"1 2 -1 2 4 4 4 4 4 -2 4 -2",24,1,0
1934,1,"1 2 4 -1 4 2 4 -2 4 4 -2 4",24,1,128
1935,1,"1 2 4 4 4 -1 4 4 -2 -2 4 2",24,1,512
1936,1,"1 2 -1 -2 4 4 4 4 3 4 -3 4",48,1,-256
1937,1,"1 2 4 -2 3 4 -3 4 4 4 -1 4",48,1,128
1938,1,"1 2 2 4 -2 4 4 4 4 -1 4 -2",24,1,0
1939,1,"1 2 4 -1 4 4 2 4 -2 4 -2 4",24,1,128
1940,1,"1 2 4 4 -2 -1 4 4 4 -2 4 2",24,1,256
1941,1,"1 4 2 -1 4 2 4 4 -2 4 -2 4",24,1,128
1942,1,"1 4 4 2 2 4 -2 -1 4 4 4 -2",24,1,512
1943,1,"1 2 3 4 4 -2 -3 -1 4 4 4 4",48,1,256
1944,1,"1 2 -1 4 4 4 4 -2 3 4 -3 4",48,1,0
1945,1,"1 2 4 4 3 4 -3 -2 4 4 -1 4",24,1,128
1946,1,"1 4 2 2 4 -2 4 -2 4 -1 4 4",24,1,256
1947,1,"1 1 1 4 4 -1 -1 -1 4 4 4 4",6,1,2048
1948,1,"1 2 4 -2 4 4 4 2 4 -2 -1 4",24,1,256
1949,1,"1 4 2 4 4 4 4 -2 -4 -1 4 4",24,1,0
1950,1,"1 2 4 -2 4 4 -2 4 4 -1 4 2",24,1,256
1951,1,"1 2 4 4 4 -1 4 -2 4 -2 4 2",24,1,256
1952,1,"1 4 2 2 -1 4 -2 4 -2 4 4 4",24,1,256
1953,1,"1 2 4 -2 4 3 4 4 -3 4 -1 4",48,1,128
1954,1,"1 2 4 -1 4 -2 -2 4 2 4 4 4",24,1,256
1955,1,"1 4 2 -1 4 -2 4 4 4 2 4 -2",24,1,0
1956,1,"1 1 1 4 4 4 -1 -1 -1 4 4 4",3,1,2048
1957,1,"1 4 4 2 4 -2 -1 4 4 2 4 -2",12,1,256
1958,1,"1 2 4 2 4 -2 -1 4 4 4 -2 4",24,1,256
1959,1,"1 2 4 3 -2 4 4 -3 4 4 -1 4",48,1,128
1960,1,"1 2 4 -1 4 3 4 4 -2 -3 4 4",48,1,128
1961,1,"1 4 2 -4 -1 4 4 -2 4 4 4 4",24,1,0
1962,1,"1 2 3 4 4 -1 -2 4 4 4 -3 4",48,1,0
1963,1,"1 2 4 3 4 4 -3 4 4 -2 -1 4",48,1,256
1964,1,"1 2 4 -2 4 -2 4 4 2 4 -1 4",24,1,128
1965,1,"1 2 3 4 -1 -2 -3 4 4 4 4 4",48,1,-256
1966,1,"1 2 -1 4 4 -2 4 2 4 -2 4 4",24,1,0
1967,1,"1 2 3 4 -2 -1 -3 4 4 4 4 4",48,1,0
1968,1,"1 4 4 2 2 4 4 -2 -2 -1 4 4",24,1,512
1969,1,"1 4 2 4 -2 -4 -1 4 4 4 4 4",24,1,0
1970,1,"1 1 1 4 -1 -1 -1 4 4 4 4 4",6,1,2048
1971,1,"1 1 4 4 -1 -1 4 4 1 4 -1 4",6,1,512
1972,1,"1 2 -1 4 2 4 4 -2 4 4 -2 4",24,1,0
1973,1,"1 2 3 4 4 4 -2 4 -1 4 -3 4",48,1,128
1974,1,"1 2 4 3 4 4 -1 4 -3 4 -2 4",48,1,128
1975,1,"1 2 4 -2 4 4 3 4 -3 -1 4 4",48,1,128
1976,1,"1 2 3 4 -2 4 -3 4 -1 4 4 4",48,1,128
1977,1,"1 2 3 4 4 -1 4 4 -3 4 -2 4",48,1,128
1978,1,"1 2 4 -1 3 4 -3 4 4 4 -2 4",48,1,128
1979,1,"1 2 4 4 -2 4 -2 4 2 4 -1 4",24,1,128
1980,1,"1 1 1 4 -1 4 -1 4 -1 4 4 4",6,1,512
1981,1,"1 4 2 4 -2 -2 4 -1 4 4 2 4",24,1,256
1982,1,"1 2 4 4 -1 4 4 -2 -2 4 4 2",24,1,512
1983,1,"1 2 -1 4 4 4 -2 3 4 -3 4 4",48,1,0
1984,1,"1 2 3 4 -1 4 4 -3 4 4 4 -2",48,1,0
1985,1,"1 2 2 -1 -2 4 4 4 -2 4 4 4",24,1,-512
1986,1,"1 2 4 -2 -1 4 4 4 2 4 4 -2",24,1,256
1987,1,"1 4 2 2 4 -2 4 4 -1 4 4 -2",24,1,256
1988,1,"1 2 4 -1 -2 4 4 2 4 4 4 -2",24,1,-256
1989,1,"1 4 -1 -4 2 4 4 -2 4 4 4 4",24,1,0
1990,1,"1 2 3 -2 4 -1 4 -3 4 4 4 4",48,1,0
1991,1,"1 2 3 4 4 4 -3 -1 4 4 -2 4",48,1,256
1992,1,"1 2 -1 4 3 4 4 4 -2 4 -3 4",48,1,0
1993,1,"1 2 4 3 -2 4 4 -1 4 -3 4 4",48,1,128
1994,1,"1 2 4 -2 4 2 -1 4 4 4 -2 4",24,1,0
1995,1,"1 2 4 4 2 4 4 4 -2 -1 4 -2",24,1,256
1996,1,"1 2 4 4 4 -1 4 -2 4 2 4 -2",24,1,0
1997,1,"1 2 3 -2 -3 4 -1 4 4 4 4 4",48,1,-256
1998,1,"1 2 4 2 -1 -2 4 4 -2 4 4 4",24,1,-256
1999,1,"1 2 3 -1 4 -2 4 -3 4 4 4 4",48,1,0
2000,1,"1 2 4 -2 4 -2 4 -1 4 4 2 4",24,1,128
2001,1,"1 2 -1 4 2 4 4 4 4 -2 -2 4",24,1,0
2002,1,"1 2 3 -2 4 4 4 -3 -1 4 4 4",48,1,256
2003,1,"1 2 2 4 4 -1 4 4 -2 -2 4 4",24,1,512
2004,1,"1 2 3 4 -1 4 -2 -3 4 4 4 4",48,1,0
2005,1,"1 2 3 4 -3 4 -1 -2 4 4 4 4",48,1,0
2006,1,"1 2 4 4 -1 2 4 4 4 4 -2 -2",24,1,512
2007,1,"1 2 2 4 4 4 4 -2 4 -1 4 -2",24,1,0
2008,1,"1 1 4 -1 4 -1 -1 4 1 4 4 4",6,1,512
2009,1,"1 2 2 -1 -2 -2 4 4 4 4 4 4",24,1,-1024
2010,1,"1 2 4 4 -2 4 2 4 4 -1 4 -2",24,1,0
2011,1,"1 2 4 4 -2 4 -2 -1 4 4 2 4",24,1,256
2012,1,"1 4 2 4 2 -1 4 4 -2 -2 4 4",24,1,256
2013,1,"1 4 2 2 -1 4 4 -2 4 4 4 -2",24,1,0
2014,1,"1 4 2 -1 4 -2 4 4 -2 4 4 2",24,1,256
2015,1,"1 2 3 4 -1 4 -3 4 4 4 -2 4",48,1,128
2016,1,"1 2 4 -2 4 4 2 -1 -2 4 4 4",24,1,-256
2017,1,"1 2 4 -1 3 4 4 -3 -2 4 4 4",48,1,256
2018,1,"1 2 4 4 -1 3 4 4 -3 4 -2 4",48,1,128
2019,1,"1 4 2 4 4 -2 -2 4 -1 4 4 2",24,1,256
2020,1,"1 2 4 -1 4 -2 -2 4 4 4 4 2",24,1,512
2021,1,"1 4 4 1 4 4 -1 4 4 4 -1 -4",6,1,-512
2022,1,"1 2 4 4 -2 -2 -1 2 4 4 4 4",24,1,512
2023,1,"1 2 4 3 4 -2 -3 4 4 -1 4 4",48,1,128
2024,1,"1 2 4 2 4 -1 4 4 4 4 -2 -2",24,1,0
2025,1,"1 4 2 -1 4 -2 4 2 4 4 -2 4",24,1,128
2026,1,"1 2 2 4 -1 4 -2 4 4 4 4 -2",24,1,0
2027,1,"1 2 2 4 -1 4 4 4 4 4 -2 -2",24,1,0
2028,1,"1 2 4 4 4 -2 4 -1 4 2 4 -2",24,1,0
2029,1,"1 4 2 4 4 2 4 -2 -2 -1 4 4",24,1,256
2030,1,"1 2 4 -1 3 4 4 -2 4 -3 4 4",48,1,128
2031,1,"1 2 4 4 4 -1 2 4 4 4 -2 -2",24,1,512
2032,1,"1 2 2 4 -1 4 4 4 4 -2 4 -2",24,1,0
2033,1,"1 2 4 2 4 4 -2 4 -2 -1 4 4",24,1,256
2034,1,"1 2 4 4 4 -2 4 -2 -1 4 4 2",24,1,256
2035,1,"1 4 2 4 -2 4 -2 4 -1 4 4 2",24,1,128
2036,1,"1 2 4 3 4 4 -2 4 4 -3 -1 4",48,1,128
2037,1,"1 2 4 -1 4 3 4 4 -2 4 -3 4",48,1,128
2038,1,"1 1 1 4 4 -1 4 4 -1 -1 4 4",6,1,1024
2039,1,"1 2 4 -2 4 4 4 4 2 -1 4 -2",24,1,-256
2040,1,"1 2 4 4 4 -2 4 4 4 4 -1 -4",24,1,-512
2041,1,"1 4 2 4 -1 4 4 -2 4 -2 4 2",24,1,128
2042,1,"1 4 2 -1 4 4 4 2 4 -2 -2 4",24,1,256
2043,1,"1 2 4 -2 3 4 4 -1 -3 4 4 4",48,1,256
2044,1,"1 2 4 4 2 4 -2 -1 4 4 -2 4",24,1,256
2045,1,"1 2 3 -1 4 4 4 -3 4 4 -2 4",48,1,0
2046,1,"1 2 3 4 -3 4 4 4 4 -1 4 -2",48,1,0
2047,1,"1 2 4 4 2 4 4 -1 4 -2 -2 4",24,1,256
2048,1,"1 4 2 -1 4 4 4 4 2 4 -2 -2",24,1,0
2049,1,"1 4 2 4 2 4 -2 -2 4 -1 4 4",24,1,256
2050,1,"1 4 2 4 4 2 4 -1 4 4 -2 -2",24,1,256
2051,1,"1 4 1 4 -1 4 1 4 -1 4 -1 4",6,1,128
2052,1,"1 2 -1 4 4 4 -2 -2 4 4 2 4",24,1,0
2053,1,"1 2 4 4 4 4 2 4 -2 -2 -1 4",24,1,512
2054,1,"1 2 3 4 -2 4 4 4 -3 -1 4 4",48,1,256
2055,1,"1 2 2 -1 4 4 4 -2 -2 4 4 4",24,1,0
2056,1,"1 2 3 4 -2 -3 4 -1 4 4 4 4",48,1,0
2057,1,"1 4 1 4 4 4 -1 -4 -1 4 4 4",6,1,512
2058,1,"1 2 4 2 4 -2 4 -1 4 -2 4 4",24,1,128
2059,1,"1 4 2 -1 4 4 -2 -2 4 4 4 2",24,1,512
2060,1,"1 2 -1 4 4 4 -2 3 4 4 -3 4",48,1,0
2061,1,"1 1 4 4 -1 -4 -1 4 4 4 4 4",6,1,1024
2062,1,"1 2 -1 4 4 -2 4 4 2 4 4 -2",24,1,-256
2063,1,"1 2 4 -2 -1 4 4 -2 4 2 4 4",24,1,256
2064,1,"1 4 -1 4 4 4 2 4 2 4 -2 -2",24,1,256
2065,1,"1 2 4 4 -2 -2 4 4 -1 4 4 2",24,1,512
2066,1,"1 2 3 4 -3 4 -2 4 4 -1 4 4",48,1,128
2067,1,"1 2 3 4 4 -2 -1 -3 4 4 4 4",48,1,0
2068,1,"1 2 4 3 4 -3 4 4 -1 4 -2 4",48,1,128
2069,1,"1 2 4 -1 -2 4 4 -2 4 2 4 4",24,1,0
2070,1,"1 2 -1 4 4 3 4 -3 4 -2 4 4",48,1,0
2071,1,"1 4 -1 4 4 4 1 4 4 4 -1 -4",6,1,-512
2072,1,"1 2 2 4 -2 4 -1 4 4 4 4 -2",24,1,0
2073,1,"1 2 4 4 4 -2 -1 4 2 4 4 -2",24,1,256
2074,1,"1 2 4 4 4 -2 4 -2 4 2 -1 4",24,1,0
2075,1,"1 4 2 4 -2 4 -2 4 4 2 -1 4",24,1,128
2076,1,"1 2 4 3 -2 4 4 -1 4 4 -3 4",48,1,128
2077,1,"1 2 2 4 -2 4 -2 4 -1 4 4 4",24,1,256
2078,1,"1 2 4 3 4 -2 4 4 -3 4 -1 4",48,1,128
2079,1,"1 2 4 4 2 -1 -2 4 4 4 -2 4",24,1,-256
2080,1,"1 4 2 4 2 -1 4 4 -2 4 -2 4",24,1,128
2081,1,"1 2 4 3 4 4 -3 4 4 -1 -2 4",48,1,0
2082,1,"1 1 4 4 4 4 4 -1 -4 -1 4 4",6,1,1024
2083,1,"1 2 -1 2 4 -2 4 4 -2 4 4 4",24,1,256
2084,1,"1 2 4 3 4 -1 4 4 -2 -3 4 4",48,1,128
2085,1,"1 2 2 -1 4 -2 4 -2 4 4 4 4",24,1,0
2086,1,"1 4 2 -1 4 4 -2 4 -2 4 2 4",24,1,128
2087,1,"1 2 2 4 -2 4 4 4 -1 -2 4 4",24,1,0
2088,1,"1 2 4 4 4 2 4 -2 -1 4 4 -2",24,1,256
2089,1,"1 2 3 4 4 -3 4 4 4 4 -1 -2",48,1,-256
2090,1,"1 2 3 -2 4 4 4 4 4 -1 -3 4",48,1,-256
2091,1,"1 4 4 -1 4 4 4 -1 4 4 1 -4",6,1,512
2092,1,"1 2 -1 4 -2 4 -2 4 4 4 4 2",24,1,256
2093,1,"1 2 -1 -2 4 2 4 -2 4 4 4 4",24,1,-256
2094,2,"4 4 4 4 4 4 4 4 4 4 4 4",1,12,8192
