j,l,trajectory,M,S,D
8216,1,"1 2 1 4 -1 -2 -1 4 -2 4 2 4",24,1,128
8217,1,"1 2 -1 -1 4 -2 1 4 4 2 4 -2",24,1,-256
8218,1,"1 2 4 4 2 -4 -2 4 -2 4 -1 4",24,1,-128
8219,1,"1 2 3 -4 -3 -2 4 4 4 -1 4 4",48,1,-256
8220,1,"1 2 3 4 3 -2 -1 4 -3 4 -3 4",48,1,0
8221,1,"1 2 3 2 4 -3 4 4 -2 -1 -2 4",48,1,128
8222,1,"1 2 2 4 -2 1 4 -2 -1 4 -1 4",24,1,128
8223,1,"1 2 -4 -2 4 4 -2 -1 4 4 4 2",24,1,-256
8224,1,"1 4 2 4 -1 4 4 4 -2 -2 -4 2",24,1,-256
8225,1,"1 2 3 2 4 -1 -2 -3 -2 4 4 4",48,1,0
8226,1,"1 2 3 2 4 4 -1 -2 4 -2 -3 4",48,1,0
8227,1,"1 2 3 -2 3 4 4 4 -3 -3 -1 4",48,1,256
8228,1,"1 2 2 2 -1 4 -2 4 -2 4 4 -2",24,1,-256
8229,1,"1 1 1 4 4 -1 4 4 -1 4 -1 -4",6,1,-512
8230,1,"1 2 1 2 4 4 -2 4 -1 -1 -2 4",24,1,0
8231,1,"1 2 -1 -1 -2 4 1 4 -2 4 2 4",24,1,-128
8232,1,"1 2 4 4 3 4 -3 4 -2 3 -1 -3",48,1,0
8233,1,"1 2 -1 4 -2 -4 3 4 4 4 -3 4",48,1,0
8234,1,"1 2 2 4 4 -1 4 -2 4 4 -2 -4",24,1,-256
8235,1,"1 2 4 4 -2 4 4 2 4 -1 -2 -4",24,1,-256
8236,1,"1 2 3 4 -2 -1 4 4 -2 -3 4 2",48,1,0
8237,1,"1 4 2 4 2 -4 -2 -1 4 4 -2 4",24,1,-128
8238,1,"1 2 4 4 3 4 3 -2 -3 -3 -1 4",48,1,128
8239,1,"1 4 4 2 2 4 4 -2 -1 -4 -2 4",24,1,256
8240,1,"1 2 3 -4 -1 -3 4 4 4 4 -2 4",48,1,-256
8241,1,"1 2 4 -2 3 3 -1 4 -3 4 4 -3",48,1,128
8242,1,"1 2 3 4 -2 4 -1 4 2 -3 -2 4",48,1,64
8243,1,"1 2 -1 4 -2 3 4 -3 2 4 4 -2",48,1,-128
8244,1,"1 2 3 3 4 -1 4 -3 4 4 -3 -2",48,1,0
8245,1,"1 2 3 -2 -3 4 -1 2 4 4 -2 4",48,1,-128
8246,1,"1 2 2 4 -2 -1 4 4 -2 -2 4 2",24,1,256
8247,1,"1 2 -1 -1 4 4 2 4 -2 -2 1 4",24,1,-256
8248,1,"1 2 3 4 -3 4 -1 -3 4 4 3 -2",48,1,0
8249,1,"1 2 3 4 -3 -2 4 2 4 -1 4 -2",48,1,0
8250,1,"1 2 1 4 2 4 -2 -1 -1 -2 4 4",24,1,256
8251,1,"1 2 -1 4 4 3 4 -2 -2 -3 4 2",48,1,128
8252,1,"1 2 4 4 -2 -4 -2 4 2 4 -1 4",24,1,128
8253,1,"1 2 2 4 -1 2 4 4 -2 -2 4 -2",24,1,256
8254,1,"1 2 3 -1 4 -3 4 4 3 4 -3 -2",48,1,-128
8255,1,"1 4 2 4 2 4 -2 4 4 -2 -1 -4",24,1,-128
8256,1,"1 2 3 4 4 -3 2 4 4 -1 -2 -2",48,1,0
8257,1,"1 2 4 4 3 -1 3 -2 4 -3 4 -3",48,1,0
8258,1,"1 2 4 3 -2 4 3 -1 4 4 -3 -3",48,1,-128
8259,1,"1 2 -1 4 2 3 4 -3 -2 -2 4 4",48,1,0
8260,1,"1 2 1 4 -1 -2 4 4 -1 2 4 -2",24,1,128
8261,1,"1 2 2 3 4 -3 4 4 -2 -1 -2 4",48,1,128
8262,1,"1 2 1 4 4 2 4 4 -1 -1 -2 -2",24,1,0
8263,1,"1 4 -1 4 4 2 4 -2 -2 4 2 -4",24,1,0
8264,1,"1 2 2 -1 -1 4 -2 1 4 4 -2 4",24,1,-256
8265,1,"1 2 -4 3 4 -1 4 -3 4 -2 4 4",48,1,0
8266,1,"1 2 3 -2 -3 4 4 -2 4 -1 4 2",48,1,-128
8267,1,"1 2 4 -2 4 3 4 -1 4 4 -3 -4",48,1,0
8268,1,"1 2 -1 -2 4 2 4 4 4 4 -2 -4",24,1,-256
8269,1,"1 4 2 4 2 -1 -4 -2 4 -2 4 4",24,1,-128
8270,1,"1 2 3 4 3 4 -1 -3 4 4 -2 -3",48,1,-128
8271,1,"1 2 1 4 4 2 -1 4 -2 -2 -1 4",24,1,256
8272,1,"1 2 4 3 4 -2 -3 4 4 -3 -1 3",48,1,0
8273,1,"1 2 3 -2 4 -3 4 4 -2 -1 4 2",48,1,0
8274,1,"1 2 2 -1 -2 4 4 3 -2 4 -3 4",48,1,-128
8275,1,"1 2 -1 4 4 -2 4 4 2 -4 -2 4",24,1,0
8276,1,"1 2 4 3 3 -1 4 -2 -3 4 4 -3",48,1,0
8277,1,"1 2 2 -1 4 3 4 -3 4 4 -2 -2",48,1,-256
8278,1,"1 2 2 -1 4 3 4 4 -2 -3 -2 4",48,1,0
8279,1,"1 2 4 4 4 -1 3 -4 -2 4 -3 4",48,1,-128
8280,1,"1 2 -4 3 4 4 -1 4 -3 4 -2 4",48,1,0
8281,1,"1 2 3 4 4 -3 4 -3 -1 4 -2 3",48,1,128
8282,1,"1 2 3 4 4 -1 4 4 4 -3 -4 -2",48,1,0
8283,1,"1 2 3 4 4 4 -3 -4 -1 4 4 -2",48,1,256
8284,1,"1 2 3 -2 -1 4 4 4 2 -3 4 -2",48,1,-128
8285,1,"1 2 -1 -2 4 3 2 4 -3 -2 4 4",48,1,0
8286,1,"1 2 4 4 -2 4 3 4 -3 4 -1 -4",48,1,-128
8287,1,"1 2 1 -2 -1 2 4 -1 4 -2 4 4",24,1,-128
8288,1,"1 2 -1 2 4 -2 -2 4 3 4 -3 4",48,1,128
8289,1,"1 2 3 3 -1 4 4 4 4 -2 -3 -3",48,1,-512
8290,1,"1 2 4 -1 4 3 4 4 4 -2 -3 -4",48,1,-128
8291,1,"1 2 4 3 4 4 3 -2 4 -1 -3 -3",48,1,-128
8292,1,"1 2 -1 2 4 4 3 -2 4 -3 -2 4",48,1,128
8293,1,"1 2 2 -1 4 -2 4 2 4 4 -2 -2",24,1,-256
8294,1,"1 2 -1 4 -1 -2 -2 4 2 1 4 4",24,1,0
8295,1,"1 2 -1 4 1 4 -2 -1 2 4 -2 4",12,1,128
8296,1,"1 2 4 3 2 4 -1 -2 4 -3 -2 4",24,1,-64
8297,1,"1 2 4 4 3 -1 -3 -3 4 -2 4 3",48,1,128
8298,1,"1 2 3 4 4 4 -3 -2 4 4 -1 -4",48,1,-256
8299,1,"1 2 3 4 -3 -1 -3 4 -2 3 4 4",48,1,128
8300,1,"1 2 4 -2 -4 2 -1 4 -2 4 4 4",24,1,0
8301,1,"1 2 3 4 -1 -3 -3 4 -2 4 4 3",48,1,128
8302,1,"1 4 2 4 4 4 -2 4 -2 -1 -4 2",24,1,-256
8303,1,"1 4 2 4 -2 4 -2 -4 2 -1 4 4",24,1,-128
8304,1,"1 4 2 4 4 4 -2 -1 4 2 -4 -2",24,1,-256
8305,1,"1 2 2 4 -1 4 -2 -2 4 2 4 -2",24,1,0
8306,1,"1 1 4 -1 -1 -4 1 4 4 -1 4 4",6,1,-512
8307,1,"1 2 2 2 4 -2 -1 -2 4 4 4 -2",24,1,0
8308,1,"1 2 4 3 -2 -3 4 4 -1 -3 4 3",48,1,0
8309,1,"1 2 -1 4 4 4 4 3 -2 4 -3 -4",48,1,-256
8310,1,"1 2 3 4 4 -2 4 -3 -4 -1 4 4",48,1,128
8311,1,"1 2 4 4 -2 4 -1 -4 2 4 4 -2",24,1,256
8312,1,"1 2 3 4 -3 -3 4 4 4 3 -1 -2",48,1,-256
8313,1,"1 2 4 4 2 4 -1 4 -2 4 -2 -4",24,1,-128
8314,1,"1 4 2 4 -1 -4 -2 4 4 -2 4 2",24,1,128
8315,1,"1 2 3 4 -3 4 -3 4 -2 3 -1 4",48,1,64
8316,1,"1 2 2 4 -2 -2 4 -2 4 -1 4 2",24,1,256
8317,1,"1 2 3 4 -3 -3 -1 4 4 -2 3 4",48,1,256
8318,1,"1 2 -1 -4 3 4 -2 4 4 4 -3 4",48,1,0
8319,1,"1 2 4 3 -2 -3 -3 4 -1 3 4 4",48,1,128
8320,1,"1 2 3 2 -3 -2 4 -1 -2 4 4 4",48,1,0
8321,1,"1 2 3 4 -3 4 -1 -2 -2 4 2 4",48,1,0
8322,1,"1 2 4 4 -2 -4 -1 4 2 4 4 -2",24,1,256
8323,1,"1 2 4 4 4 -2 4 4 -1 -2 -4 2",24,1,-256
8324,1,"1 2 4 -2 -2 -1 -2 4 2 4 2 4",24,1,128
8325,1,"1 1 4 4 4 -1 4 -1 -1 -4 1 4",6,1,-512
8326,1,"1 2 3 2 4 4 4 -1 4 -3 -2 -2",48,1,0
8327,1,"1 2 -1 4 -2 -2 3 4 -3 2 4 4",48,1,0
8328,1,"1 2 2 4 -1 4 -2 -2 1 4 -1 4",24,1,0
8329,1,"1 2 3 4 4 -3 -3 -1 4 3 -2 4",48,1,0
8330,1,"1 2 4 3 4 -3 -4 -2 4 4 -1 4",48,1,0
8331,1,"1 2 3 -2 4 3 -1 -3 -3 4 4 4",48,1,-256
8332,1,"1 2 3 4 4 3 4 -2 -3 4 -1 -3",48,1,-128
8333,1,"1 2 4 3 -1 3 4 4 -3 -2 -3 4",48,1,128
8334,1,"1 2 4 4 3 -4 -1 4 -2 4 -3 4",48,1,0
8335,1,"1 2 3 4 -3 4 -1 -3 -2 4 4 3",48,1,0
8336,1,"1 2 3 4 4 -3 -2 4 -2 4 -1 2",48,1,128
8337,1,"1 2 4 -2 3 4 -3 -1 -3 4 4 3",48,1,0
8338,1,"1 2 3 4 3 -2 -1 4 -3 -3 4 4",48,1,0
8339,1,"1 2 2 4 2 4 -2 -2 4 -2 -1 4",24,1,256
8340,1,"1 2 2 3 4 -2 -3 4 4 -2 -1 4",48,1,0
8341,1,"1 2 3 4 4 -3 4 -2 -3 4 -1 3",48,1,128
8342,1,"1 4 2 4 -1 4 2 -4 -2 4 -2 4",24,1,-128
8343,1,"1 4 4 2 2 4 -2 -1 4 4 -2 -4",24,1,256
8344,1,"1 2 1 4 2 -1 4 -1 -2 4 -2 4",24,1,0
8345,1,"1 2 4 -2 -4 -2 -1 4 2 4 4 4",24,1,256
8346,1,"1 2 4 -1 4 3 4 -3 -4 -2 4 4",48,1,0
8347,1,"1 2 3 -2 3 4 -1 4 4 -3 4 -3",48,1,0
8348,1,"1 2 3 4 3 4 -1 4 -3 4 -3 -2",48,1,0
8349,1,"1 2 4 -1 4 -2 3 4 2 -3 4 -2",48,1,0
8350,1,"1 2 -1 4 1 -2 -2 4 4 2 -1 4",24,1,0
8351,1,"1 2 3 -2 4 4 2 -3 4 -1 4 -2",48,1,0
8352,1,"1 2 3 4 -3 4 2 4 4 -1 -2 -2",48,1,-128
8353,1,"1 2 4 -1 2 4 2 4 -2 -2 4 -2",24,1,128
8354,1,"1 2 3 -1 -3 4 -3 4 4 3 -2 4",48,1,0
8355,1,"1 2 3 4 3 -1 -2 4 4 -3 4 -3",48,1,-128
8356,1,"1 2 4 3 4 4 4 -3 -4 -1 -2 4",48,1,0
8357,1,"1 2 4 -1 4 -2 -4 2 4 4 4 -2",24,1,0
8358,1,"1 4 2 4 4 2 4 -1 -4 -2 -2 4",24,1,0
8359,1,"1 2 2 2 4 -2 4 4 -2 -1 -2 4",24,1,256
8360,1,"1 2 3 3 4 -2 4 4 4 -1 -3 -3",48,1,-256
8361,1,"1 2 2 1 4 -2 -1 4 -1 -2 4 4",24,1,256
8362,1,"1 2 4 4 4 2 4 4 -1 -2 -4 -2",24,1,-256
8363,1,"1 2 2 3 4 4 -3 4 -2 -2 -1 4",48,1,256
8364,1,"1 2 3 4 4 4 -2 -3 4 -2 -1 2",48,1,0
8365,1,"1 2 3 3 -1 -2 4 4 -3 4 -3 4",48,1,-128
8366,1,"1 2 3 4 4 4 -1 4 -3 4 -2 -4",48,1,-128
8367,1,"1 2 3 4 -1 4 2 4 -2 -3 4 -2",48,1,0
8368,1,"1 2 -1 -1 2 4 4 -2 4 4 -2 1",24,1,0
8369,1,"1 2 -1 4 4 -2 3 2 4 -3 -2 4",48,1,0
8370,1,"1 2 3 -4 -3 4 4 -2 4 -1 4 4",48,1,-128
8371,1,"1 2 3 -2 4 -1 2 4 -2 -3 4 4",48,1,0
8372,1,"1 2 4 4 4 2 -1 4 -2 -4 -2 4",24,1,0
8373,1,"1 2 4 -1 4 3 4 2 -3 -2 4 -2",48,1,0
8374,1,"1 4 2 4 -1 4 -2 -4 -2 4 2 4",24,1,128
8375,1,"1 2 -1 2 2 4 4 4 4 -2 -2 -2",24,1,0
8376,1,"1 2 -1 -1 -2 4 4 -2 1 2 4 4",24,1,-256
8377,1,"1 2 -1 4 -2 -2 4 4 -1 2 4 1",24,1,256
8378,1,"1 2 3 -2 -3 -3 4 -1 4 3 4 4",48,1,-128
8379,1,"1 2 -1 -2 4 4 4 3 3 4 -3 -3",48,1,-256
8380,1,"1 2 -1 2 4 3 -2 -3 -2 4 4 4",48,1,128
8381,1,"1 4 2 2 4 -1 4 -2 4 4 -2 -4",24,1,0
8382,1,"1 2 1 4 2 -1 -2 -2 4 -1 4 4",24,1,0
8383,1,"1 2 -1 -2 4 1 4 4 -2 -1 2 4",24,1,128
8384,1,"1 2 3 3 4 -1 4 -2 -3 -3 4 4",48,1,0
8385,1,"1 2 4 3 4 3 -1 -3 -2 4 -3 4",48,1,-64
8386,1,"1 2 3 4 4 -3 4 -2 4 4 -1 -4",48,1,-128
8387,1,"1 2 4 -1 4 -2 4 -2 -4 2 4 4",24,1,-128
8388,1,"1 2 1 2 -1 4 4 -2 -1 -2 4 4",24,1,0
8389,1,"1 2 3 -4 -1 4 4 -3 4 4 -2 4",48,1,-128
8390,1,"1 4 2 -1 -4 2 4 4 -2 -2 4 4",24,1,256
8391,1,"1 2 3 -1 4 4 -2 3 4 4 -3 -3",48,1,0
8392,1,"1 4 -1 -4 2 4 -2 4 4 -2 4 2",24,1,-128
8393,1,"1 2 3 -2 -3 4 4 3 4 -1 4 -3",48,1,-128
8394,1,"1 2 3 -2 -3 4 4 -1 4 -2 4 2",48,1,-128
8395,1,"1 2 2 2 4 -2 -2 4 -1 4 4 -2",24,1,0
8396,1,"1 2 -4 -2 4 4 4 4 -2 -1 4 2",24,1,-256
8397,1,"1 2 1 4 2 4 -2 -1 -1 4 4 -2",24,1,256
8398,1,"1 2 4 -2 3 4 -1 4 -2 -3 4 2",48,1,128
8399,1,"1 2 3 -4 -2 -3 4 -1 4 4 4 4",48,1,-256
8400,1,"1 2 4 3 4 4 4 -2 4 -3 -1 -4",48,1,-128
8401,1,"1 2 4 -1 3 4 4 3 -2 -3 4 -3",48,1,-128
8402,1,"1 2 3 3 -2 -1 -3 4 4 4 4 -3",48,1,-512
8403,1,"1 2 3 -1 4 4 -3 -3 4 -2 3 4",48,1,0
8404,1,"1 4 4 2 -1 -4 2 4 4 -2 4 -2",24,1,256
8405,1,"1 2 4 4 -2 -2 4 2 -4 -1 4 4",24,1,-256
8406,1,"1 2 2 4 2 4 4 -2 -2 -1 4 -2",24,1,256
8407,1,"1 2 2 4 -1 -1 4 -2 4 -2 4 1",24,1,256
8408,1,"1 2 4 4 -1 3 4 4 4 -3 -2 -4",48,1,0
8409,1,"1 4 2 2 2 4 4 -2 -2 -2 -1 4",24,1,512
8410,1,"1 2 2 4 -2 -1 4 3 -2 4 -3 4",48,1,128
8411,1,"1 2 4 -2 4 4 4 2 4 -1 -4 -2",24,1,-256
8412,1,"1 2 3 3 4 -3 -3 -2 4 4 -1 4",48,1,256
8413,1,"1 2 4 -1 3 3 4 -3 4 4 -2 -3",48,1,0
8414,1,"1 4 -1 4 4 4 1 -4 -4 -1 4 4",6,1,-512
8415,1,"1 2 -1 4 4 4 3 3 -2 -3 4 -3",48,1,-256
8416,1,"1 2 4 4 -2 4 3 3 -1 -3 -3 4",48,1,0
8417,1,"1 2 3 -2 4 -2 4 -1 4 -3 2 4",48,1,-64
8418,1,"1 2 3 4 -1 4 -3 4 4 -3 -2 3",48,1,0
8419,1,"1 2 3 -2 4 -3 2 4 -1 4 4 -2",48,1,0
8420,1,"1 2 -1 4 -2 -2 3 2 4 -3 4 4",48,1,0
8421,1,"1 2 2 3 4 -3 4 -1 4 4 -2 -2",48,1,0
8422,1,"1 4 2 2 -4 -1 4 4 4 -2 -2 4",24,1,0
8423,1,"1 2 -1 -4 3 4 4 4 -3 -2 4 4",48,1,256
8424,1,"1 2 4 4 -2 3 -4 -3 -1 4 4 4",48,1,0
8425,1,"1 2 4 -1 4 4 4 3 4 -3 -2 -4",48,1,-128
8426,1,"1 2 3 4 -3 4 3 4 -3 -1 4 -2",48,1,64
8427,1,"1 2 3 4 -2 4 -3 4 2 -1 -2 4",48,1,-64
8428,1,"1 2 4 4 3 4 -3 4 -2 4 -1 -4",48,1,-128
8429,1,"1 2 -1 2 4 4 -2 -2 -2 4 4 2",24,1,512
8430,1,"1 2 4 2 4 4 -1 4 4 -2 -2 -4",24,1,-256
8431,1,"1 2 1 -2 4 4 4 2 4 -1 -1 -2",24,1,256
8432,1,"1 2 -1 -1 -2 4 4 1 2 4 4 -2",24,1,-256
8433,1,"1 2 3 3 -2 4 4 4 4 -1 -3 -3",48,1,-512
8434,1,"1 2 3 4 -3 4 4 3 -2 -1 4 -3",48,1,-128
8435,1,"1 2 -1 -2 4 -2 4 2 -1 4 4 1",24,1,-256
8436,1,"1 2 3 -2 4 4 -3 -2 4 -1 4 2",48,1,128
8437,1,"1 2 3 -1 -2 -3 -3 4 3 4 4 4",48,1,-256
8438,1,"1 2 4 -1 3 3 4 -3 -3 4 -2 4",48,1,128
8439,1,"1 2 3 2 4 -2 -2 4 -3 4 -1 4",48,1,128
8440,1,"1 2 4 -2 4 4 4 2 -1 -4 -2 4",24,1,-256
8441,1,"1 2 3 -2 -3 4 2 -1 4 4 4 -2",48,1,128
8442,1,"1 2 4 3 -4 -1 -2 4 4 -3 4 4",48,1,0
8443,1,"1 2 4 -1 -4 3 4 -3 -2 4 4 4",48,1,128
8444,1,"1 2 3 2 -1 4 -2 4 -3 -2 4 4",48,1,0
8445,1,"1 2 4 2 3 -2 4 -2 -3 4 -1 4",48,1,-64
8446,1,"1 2 -1 4 2 4 -2 -2 1 4 -1 4",24,1,-128
8447,1,"1 2 3 4 4 3 -1 -2 4 -3 4 -3",48,1,-128
8448,1,"1 2 -1 -2 4 3 -2 4 4 -3 2 4",48,1,0
8449,1,"1 4 2 4 2 -4 -1 4 4 -2 -2 4",24,1,0
8450,1,"1 2 -1 4 3 4 4 -2 3 4 -3 -3",48,1,128
8451,1,"1 2 4 2 -1 2 4 -2 4 4 -2 -2",24,1,0
8452,1,"1 2 3 -2 -3 -1 4 -3 4 3 4 4",48,1,0
8453,1,"1 2 3 -2 -1 4 4 4 -2 -3 4 2",48,1,-128
8454,1,"1 2 3 4 -1 -2 3 4 -3 -3 4 4",48,1,128
8455,1,"1 2 3 4 4 -3 4 -2 -2 -1 2 4",48,1,128
8456,1,"1 2 3 -2 4 4 2 4 -3 4 -1 -2",48,1,0
8457,1,"1 2 -4 -2 4 -2 -1 4 4 2 4 4",24,1,-256
8458,1,"1 2 4 2 4 -1 2 4 -2 -2 4 -2",24,1,128
8459,1,"1 2 -1 -2 4 -2 -1 4 2 1 4 4",24,1,128
8460,1,"1 2 4 2 4 4 -2 -2 -1 -2 4 2",24,1,256
8461,1,"1 2 4 -1 4 3 4 -2 -3 -2 4 2",48,1,128
8462,1,"1 2 2 1 4 -2 -1 4 -2 4 -1 4",24,1,128
8463,1,"1 2 -1 -2 4 4 3 -2 4 -3 4 2",48,1,0
8464,1,"1 2 3 2 4 -1 4 -3 4 -2 4 -2",48,1,0
8465,1,"1 4 2 4 4 2 4 -2 -2 4 -1 -4",24,1,-256
8466,1,"1 2 -4 -2 4 4 4 -2 -1 4 4 2",24,1,-256
8467,1,"1 2 3 4 4 -3 2 4 4 -2 -1 -2",48,1,0
8468,1,"1 2 -1 -4 3 4 4 -3 4 4 -2 4",48,1,0
8469,1,"1 2 -1 4 3 3 4 -3 4 -3 -2 4",48,1,0
8470,1,"1 2 3 4 -2 -2 -1 4 4 -3 4 2",48,1,128
8471,1,"1 2 -1 4 4 4 2 4 -1 -2 -2 1",24,1,-512
8472,1,"1 2 4 3 4 -3 -2 4 -1 -3 4 3",48,1,64
8473,1,"1 2 4 3 2 4 -3 -2 4 -1 -2 4",24,1,0
8474,1,"1 2 4 -2 4 -1 4 2 4 4 -2 -4",24,1,-128
8475,1,"1 2 4 4 3 4 -1 4 3 -2 -3 -3",48,1,-128
8476,1,"1 2 -4 -2 4 4 -2 -1 4 4 2 4",24,1,-256
8477,1,"1 2 1 2 4 -1 -2 -1 -2 4 4 4",24,1,0
8478,1,"1 2 1 -2 4 2 4 -1 -1 4 -2 4",24,1,128
8479,1,"1 1 1 4 4 -1 4 -1 4 4 -1 -4",6,1,-512
8480,1,"1 2 3 2 4 -3 -2 4 4 -2 -1 4",48,1,128
8481,1,"1 2 3 -2 -2 -3 4 2 4 4 -1 4",48,1,-128
8482,1,"1 2 -1 -2 4 3 4 -2 -3 2 4 4",48,1,0
8483,1,"1 2 4 -2 4 4 2 4 4 -2 -1 -4",24,1,-256
8484,1,"1 2 -1 -1 -2 4 -2 1 4 4 2 4",24,1,-256
8485,1,"1 2 -4 2 4 -2 -1 4 4 -2 4 4",24,1,256
8486,1,"1 2 4 -1 4 1 2 4 -2 -2 -1 4",24,1,128
8487,1,"1 2 1 -2 -1 -1 -2 4 4 4 2 4",24,1,256
8488,1,"1 2 3 4 4 2 -1 -2 4 -3 4 -2",48,1,-128
8489,1,"1 2 2 4 4 -2 4 -2 -2 -1 4 2",24,1,256
8490,1,"1 2 3 4 -2 -1 4 -2 4 -3 4 2",48,1,64
8491,1,"1 2 4 4 2 -4 -2 -1 4 4 -2 4",24,1,-256
8492,1,"1 2 4 -1 3 -4 -2 -3 4 4 4 4",48,1,-256
8493,1,"1 2 3 4 -1 4 4 3 -2 -3 4 -3",48,1,-128
8494,1,"1 2 4 3 -4 -2 -3 4 4 -1 4 4",48,1,-128
8495,1,"1 2 3 3 4 -3 4 4 4 -3 -1 -2",48,1,0
8496,1,"1 2 3 4 -3 -2 4 2 -1 4 4 -2",48,1,-128
8497,1,"1 2 3 4 4 -3 -1 3 4 -2 -3 4",48,1,0
8498,1,"1 2 4 3 -2 4 -3 -1 3 4 -3 4",48,1,64
8499,1,"1 1 1 4 -1 -4 -1 4 4 -1 4 4",6,1,512
8500,1,"1 2 1 -2 -1 4 4 4 2 -1 -2 4",24,1,256
8501,1,"1 2 3 3 -1 4 4 -3 -2 -3 4 4",48,1,0
8502,1,"1 2 3 4 -1 -3 4 4 3 4 -3 -2",48,1,-128
8503,1,"1 2 2 4 4 2 -1 4 -2 -2 -2 4",24,1,0
8504,1,"1 2 2 -1 -1 4 -2 1 4 -2 4 4",24,1,-256
8505,1,"1 4 4 2 -4 -2 -4 -1 4 4 4 4",24,1,0
8506,1,"1 2 3 4 -2 -3 -3 -1 4 4 4 3",48,1,256
8507,1,"1 2 1 -2 4 2 -1 4 4 4 -1 -2",24,1,0
8508,1,"1 2 2 4 -2 4 2 -1 -2 4 -2 4",24,1,-128
8509,1,"1 2 -1 -2 4 3 3 4 -3 -3 4 4",48,1,-256
8510,1,"1 2 4 -1 3 4 4 -3 -2 3 4 -3",48,1,128
8511,1,"1 2 1 4 2 4 -1 4 -2 -2 -1 4",24,1,128
8512,1,"1 2 -4 -2 -2 -1 4 4 2 4 4 4",24,1,-512
8513,1,"1 2 4 3 3 -2 -1 4 -3 4 -3 4",48,1,128
8514,1,"1 2 3 -2 4 -3 4 -2 4 -1 4 2",48,1,0
8515,1,"1 2 4 -2 -2 -2 -1 4 2 2 4 4",24,1,512
8516,1,"1 4 4 2 4 -1 -4 2 4 -2 4 -2",24,1,128
8517,1,"1 2 -1 -4 -2 4 3 4 -3 4 4 4",48,1,-256
8518,1,"1 2 2 4 4 4 4 4 -1 -4 -2 -2",24,1,-1024
8519,1,"1 2 4 -1 4 4 4 4 -2 -2 -4 2",24,1,-512
8520,1,"1 2 -1 -2 -2 4 -2 4 2 4 4 2",24,1,0
8521,1,"1 2 1 4 4 4 -2 4 2 -1 -1 -2",24,1,-256
8522,1,"1 2 3 -4 -3 4 4 4 4 4 -1 -2",48,1,256
8523,1,"1 2 -1 2 4 3 4 4 -3 -2 4 -2",48,1,0
8524,1,"1 2 2 3 4 4 -2 -3 4 -1 4 -2",48,1,0
8525,1,"1 4 4 2 4 -1 -4 -2 4 -2 4 2",24,1,128
8526,1,"1 2 3 4 -1 3 4 4 -3 -3 4 -2",48,1,128
8527,1,"1 2 3 3 -1 4 -3 4 4 -3 -2 4",48,1,0
8528,1,"1 2 2 -4 -1 -2 4 4 4 4 4 -2",24,1,-512
8529,1,"1 2 -1 -1 2 4 -2 4 1 4 -2 4",24,1,128
8530,1,"1 2 -1 -2 1 4 -2 -1 4 2 4 4",24,1,-128
8531,1,"1 2 1 4 -1 4 -2 -2 -1 2 4 4",24,1,0
8532,1,"1 2 3 3 4 4 -3 4 -2 -3 -1 4",48,1,128
8533,1,"1 2 4 4 4 4 -2 4 4 -1 -4 -4",24,1,-512
8534,1,"1 2 3 4 4 -1 3 4 4 -3 -2 -3",48,1,128
8535,1,"1 2 2 3 4 4 4 -3 4 -1 -2 -2",48,1,-256
8536,1,"1 2 -4 -1 4 2 4 -2 4 -2 4 4",24,1,-128
8537,1,"1 2 3 -2 -3 -2 4 4 4 -1 2 4",48,1,0
8538,1,"1 2 3 4 4 -2 -1 2 4 -3 -2 4",48,1,0
8539,1,"1 2 4 -2 3 -2 4 2 -3 4 -1 4",48,1,64
8540,1,"1 2 4 3 3 4 -2 -3 4 -3 -1 4",48,1,128
8541,1,"1 2 3 4 4 4 -3 -1 -4 -2 4 4",48,1,0
8542,1,"1 2 3 3 4 -2 -1 4 -3 4 4 -3",48,1,0
8543,1,"1 2 -1 4 4 -2 4 3 3 4 -3 -3",48,1,0
8544,1,"1 2 -4 -1 4 4 4 -2 -2 4 2 4",24,1,-256
8545,1,"1 2 -1 4 -1 4 -2 -2 4 2 4 1",24,1,0
8546,1,"1 2 3 -2 -3 -1 3 4 4 4 4 -3",48,1,0
8547,1,"1 2 4 4 4 -2 4 -1 -4 2 4 -2",24,1,256
8548,1,"1 2 -1 -2 -4 2 4 -2 4 4 4 4",24,1,256
8549,1,"1 2 4 -1 3 3 4 4 -3 -2 4 -3",48,1,256
8550,1,"1 2 4 4 4 3 -1 -3 -3 4 -2 3",48,1,0
8551,1,"1 2 3 -2 -2 4 -3 4 -1 4 4 2",48,1,0
8552,1,"1 1 1 4 4 4 -1 -4 -1 4 -1 4",6,1,512
8553,1,"1 2 -1 4 4 4 3 3 4 -3 -2 -3",48,1,0
8554,1,"1 2 3 4 -3 -1 -2 3 4 -3 4 4",48,1,128
8555,1,"1 2 3 2 -1 4 -2 4 -2 4 -3 4",48,1,0
8556,1,"1 2 4 3 4 -3 -2 -3 -1 3 4 4",48,1,0
8557,1,"1 2 -1 2 -4 -2 4 -2 4 4 4 4",24,1,-256
8558,1,"1 2 4 -2 4 4 -1 -4 2 4 4 -2",24,1,256
8559,1,"1 2 3 4 -3 -4 -1 4 4 4 -2 4",48,1,128
8560,1,"1 2 1 -2 4 4 4 -1 2 -1 4 -2",24,1,256
8561,1,"1 2 3 4 -1 -2 4 -2 -3 4 2 4",48,1,-64
