j,l,trajectory,M,S,D
7870,1,"1 2 3 -2 4 4 3 -1 4 -3 -3 4",48,1,-128
7871,1,"1 2 3 -2 4 4 4 4 -3 -4 -1 4",48,1,256
7872,1,"1 2 4 -1 4 3 4 -3 4 3 -2 -3",48,1,-64
7873,1,"1 2 -1 2 4 3 4 4 -3 -2 -2 4",48,1,128
7874,1,"1 2 -1 4 3 -2 -3 4 2 4 -2 4",48,1,0
7875,1,"1 2 3 -1 -3 -2 4 -3 4 4 3 4",48,1,-128
7876,1,"1 2 3 3 4 4 -2 -3 4 -1 -3 4",48,1,-128
7877,1,"1 2 4 2 3 4 -3 4 -2 -2 -1 4",48,1,128
7878,1,"1 2 4 3 4 3 -2 -3 -1 -3 4 4",48,1,0
7879,1,"1 2 1 -2 -2 4 4 -1 -1 2 4 4",24,1,0
7880,1,"1 2 -1 -2 1 4 2 4 4 -2 -1 4",24,1,-128
7881,1,"1 2 -1 -4 -2 4 4 3 4 4 -3 4",48,1,-256
7882,1,"1 2 4 -1 4 3 -4 -2 4 -3 4 4",48,1,0
7883,1,"1 2 4 3 4 -1 4 -2 -4 -3 4 4",48,1,0
7884,1,"1 2 3 -2 -3 4 4 4 4 -3 -1 3",48,1,256
7885,1,"1 4 2 2 -1 -4 -2 4 4 4 -2 4",24,1,-256
7886,1,"1 2 4 -2 -1 -4 3 4 -3 4 4 4",48,1,0
7887,1,"1 2 3 4 -1 4 4 -2 -3 -2 4 2",48,1,128
7888,1,"1 2 -1 -2 4 4 -1 4 -2 4 2 1",24,1,0
7889,1,"1 2 2 -4 -2 4 4 4 4 -1 -2 4",24,1,0
7890,1,"1 4 2 4 4 2 -1 4 4 -2 -4 -2",24,1,0
7891,1,"1 2 3 4 4 -2 4 4 3 -1 -3 -3",48,1,-256
7892,1,"1 2 -4 2 4 -1 4 -2 4 4 -2 4",24,1,128
7893,1,"1 2 2 2 4 4 -1 4 -2 -2 4 -2",24,1,0
7894,1,"1 2 1 -2 4 4 -1 -1 -2 4 2 4",24,1,256
7895,1,"1 2 2 -1 4 1 4 -1 4 -2 -2 4",24,1,0
7896,1,"1 2 4 -1 3 3 -2 4 -3 4 -3 4",48,1,0
7897,1,"1 2 3 2 -1 4 4 -2 4 -3 -2 4",48,1,0
7898,1,"1 2 4 3 4 -2 3 4 4 -3 -1 -3",48,1,128
7899,1,"1 2 4 2 4 -2 -2 -1 2 4 4 -2",24,1,256
7900,1,"1 2 3 -1 -3 4 -3 4 -2 3 4 4",48,1,-128
7901,1,"1 2 3 4 4 -2 -3 -3 4 -1 3 4",48,1,128
7902,1,"1 2 4 -2 3 -1 -3 4 4 3 4 -3",48,1,0
7903,1,"1 4 2 2 4 4 4 -1 -4 -2 -2 4",24,1,0
7904,1,"1 2 2 3 4 -1 4 4 -3 -2 -2 4",48,1,256
7905,1,"1 4 -1 4 4 4 4 4 2 -4 -2 -4",24,1,0
7906,1,"1 2 -1 4 2 4 4 -2 -4 -2 4 4",24,1,0
7907,1,"1 2 3 4 4 4 -3 -3 -1 4 -2 3",48,1,256
7908,1,"1 2 4 -2 -4 3 -1 4 4 4 -3 4",48,1,128
7909,1,"1 2 3 -1 -3 4 -3 -2 4 4 3 4",48,1,-128
7910,1,"1 2 2 2 4 -2 4 -2 -2 4 -1 4",24,1,256
7911,1,"1 2 4 -2 3 4 4 -3 -3 4 -1 3",48,1,-128
7912,1,"1 2 1 4 2 -1 4 4 -2 -1 4 -2",24,1,128
7913,1,"1 2 3 4 -2 -3 -1 4 -3 4 3 4",48,1,64
7914,1,"1 2 3 4 -3 4 3 -1 4 4 -3 -2",48,1,-128
7915,1,"1 2 1 2 4 -1 4 -2 -1 4 -2 4",24,1,128
7916,1,"1 2 -1 4 2 2 4 4 -2 4 -2 -2",24,1,-256
7917,1,"1 2 -1 2 4 3 4 -3 -2 4 4 -2",48,1,0
7918,1,"1 2 3 3 4 -2 -3 4 -1 4 4 -3",48,1,-128
7919,1,"1 2 2 4 4 -2 -4 -1 -2 4 4 4",24,1,512
7920,1,"1 2 1 2 4 4 -1 -2 4 4 -1 -2",24,1,-256
7921,1,"1 2 -1 -1 2 4 -2 -2 1 4 4 4",24,1,0
7922,1,"1 2 1 2 -1 -1 4 4 -2 -2 4 4",24,1,0
7923,1,"1 2 -1 4 -2 -2 -1 4 4 2 4 1",24,1,256
7924,1,"1 2 3 -2 4 -3 4 3 -1 4 4 -3",48,1,-128
7925,1,"1 2 4 -2 4 4 4 4 4 -1 -4 -4",24,1,-512
7926,1,"1 2 3 4 -3 4 4 4 -2 -4 -1 4",48,1,128
7927,1,"1 2 4 3 -1 -4 -2 4 4 4 -3 4",48,1,-128
7928,1,"1 2 -1 -2 4 -2 3 4 2 4 -3 4",48,1,-64
7929,1,"1 2 -1 -2 4 3 4 4 3 4 -3 -3",48,1,-128
7930,1,"1 2 3 4 4 4 -1 4 -2 -4 -3 4",48,1,-128
7931,1,"1 2 -1 -1 4 4 2 4 -2 1 4 -2",24,1,-256
7932,1,"1 2 -1 -2 4 1 4 -1 -2 4 2 4",24,1,-128
7933,1,"1 2 3 -2 -1 4 4 -3 4 2 4 -2",48,1,0
7934,1,"1 2 1 -2 -2 4 -1 4 4 2 -1 4",24,1,256
7935,1,"1 2 3 2 4 4 -3 -2 -2 4 -1 4",48,1,128
7936,1,"1 4 4 4 2 4 -1 -4 -2 -2 4 2",24,1,256
7937,1,"1 2 3 -1 3 4 -3 -2 4 4 -3 4",48,1,128
7938,1,"1 2 3 -1 4 3 -2 4 4 4 -3 -3",48,1,-256
7939,1,"1 2 3 4 -2 -3 4 3 4 -1 -3 4",48,1,-64
7940,1,"1 2 3 -1 4 4 3 -2 -3 -3 4 4",48,1,0
7941,1,"1 2 -1 -1 4 4 2 1 4 -2 4 -2",24,1,0
7942,1,"1 2 2 1 4 4 -2 -1 -1 4 -2 4",24,1,256
7943,1,"1 2 3 4 4 4 -2 4 -3 -3 -1 3",48,1,0
7944,1,"1 2 3 -2 -1 4 -3 4 4 -2 4 2",48,1,0
7945,1,"1 2 3 2 -3 4 -1 -2 4 4 4 -2",48,1,-128
7946,1,"1 2 4 -2 4 3 4 4 -1 -4 -3 4",48,1,0
7947,1,"1 2 3 3 -2 -1 -3 4 4 -3 4 4",48,1,-256
7948,1,"1 2 3 2 4 4 -2 -3 4 -1 -2 4",48,1,0
7949,1,"1 4 2 4 3 3 -1 4 -3 -3 -2 4",48,1,128
7950,1,"1 2 3 4 -3 4 -3 -2 3 4 -1 4",48,1,64
7951,1,"1 2 -1 -2 4 -1 -2 4 2 4 1 4",24,1,-128
7952,1,"1 2 3 4 3 -1 -3 -3 4 4 4 -2",48,1,-256
7953,1,"1 1 -4 -4 -1 4 4 4 4 -1 4 4",6,1,-1024
7954,1,"1 2 -1 4 3 4 -3 -3 -2 3 4 4",48,1,0
7955,1,"1 2 2 4 4 -1 -1 4 -2 -2 1 4",24,1,0
7956,1,"1 2 3 4 -1 -2 -2 -3 4 4 4 2",48,1,0
7957,1,"1 2 3 4 -3 -2 -2 4 -1 2 4 4",48,1,256
7958,1,"1 2 4 -2 4 2 4 4 4 -1 -4 -2",24,1,-256
7959,1,"1 2 4 4 -2 4 4 -2 -4 -1 4 2",24,1,0
7960,1,"1 2 3 4 2 4 4 -3 4 -1 -2 -2",48,1,-128
7961,1,"1 2 3 4 -1 2 4 -3 4 -2 4 -2",48,1,64
7962,1,"1 2 4 4 -2 4 -1 2 -4 -2 4 4",24,1,-256
7963,1,"1 2 2 1 4 4 -2 -2 4 -1 -1 4",24,1,512
7964,1,"1 2 -1 2 2 4 -2 -2 -2 4 4 4",24,1,512
7965,1,"1 2 1 -2 -1 2 4 -2 4 -1 4 4",24,1,-128
7966,1,"1 2 3 4 -3 -3 4 3 4 -1 4 -2",48,1,0
7967,1,"1 4 2 -1 4 4 2 4 4 -2 -4 -2",24,1,0
7968,1,"1 2 3 4 -2 4 4 4 3 -1 -3 -3",48,1,-256
7969,1,"1 2 3 -2 4 -2 -1 2 4 4 -3 4",48,1,0
7970,1,"1 2 4 -1 4 2 3 4 -3 4 -2 -2",48,1,0
7971,1,"1 2 -1 -4 2 4 4 4 -2 4 4 -2",24,1,256
7972,1,"1 2 3 4 -3 4 3 -1 -3 4 4 -2",48,1,-128
7973,1,"1 2 3 2 -1 4 4 4 -3 -2 4 -2",48,1,-128
7974,1,"1 2 -1 -2 4 3 4 2 4 -3 4 -2",48,1,-128
7975,1,"1 2 3 4 4 3 -1 4 -3 4 -2 -3",48,1,-128
7976,1,"1 2 -1 4 3 4 3 4 -2 -3 -3 4",48,1,0
7977,1,"1 2 -1 -2 4 -2 -1 2 4 4 4 1",24,1,256
7978,1,"1 2 3 -1 4 3 4 -3 -3 4 -2 4",48,1,0
7979,1,"1 2 3 -2 -3 4 4 -3 4 3 -1 4",48,1,-128
7980,1,"1 2 4 -1 4 2 -4 -2 -2 4 4 4",24,1,-256
7981,1,"1 2 4 4 4 -2 4 4 -1 2 -4 -2",24,1,-256
7982,1,"1 2 4 2 4 -2 4 -1 2 4 -2 -2",24,1,128
7983,1,"1 2 4 2 2 4 -2 -2 -1 -2 4 4",24,1,256
7984,1,"1 2 3 -2 -3 -1 4 3 4 4 -3 4",48,1,0
7985,1,"1 2 3 4 -1 4 4 2 4 -3 -2 -2",48,1,0
7986,1,"1 2 4 4 2 4 -2 4 -1 4 -2 -4",24,1,-128
7987,1,"1 2 3 4 2 -3 -2 4 -2 -1 4 4",48,1,128
7988,1,"1 2 2 4 -1 -2 4 -2 -2 4 2 4",24,1,0
7989,1,"1 2 4 -1 -4 -2 -2 4 4 4 2 4",24,1,-256
7990,1,"1 2 1 4 -1 4 2 -1 4 4 -2 -2",24,1,0
7991,1,"1 2 3 4 -3 4 3 4 -3 -2 -1 4",48,1,128
7992,1,"1 2 3 -2 -1 4 -2 4 4 -3 4 2",48,1,0
7993,1,"1 2 4 3 2 4 -2 -3 4 -1 -2 4",48,1,0
7994,1,"1 2 -1 4 4 -2 -2 1 4 2 -1 4",24,1,-256
7995,1,"1 2 4 -2 4 -1 4 -2 -2 4 2 2",24,1,256
7996,1,"1 4 2 4 -1 4 -2 -4 2 4 -2 4",24,1,-128
7997,1,"1 2 3 -1 4 -3 -2 4 3 4 -3 4",48,1,0
7998,1,"1 2 -4 -2 -2 4 4 4 4 -1 4 2",24,1,-512
7999,1,"1 2 3 -2 -1 4 -3 4 4 2 4 -2",48,1,0
8000,1,"1 2 4 4 4 -2 -1 -4 -2 4 2 4",24,1,0
8001,1,"1 4 2 4 -2 -4 2 4 -2 4 -1 4",24,1,-128
8002,1,"1 2 3 4 4 -3 -1 3 -2 4 4 -3",48,1,128
8003,1,"1 2 4 3 4 2 -3 4 -2 -1 4 -2",48,1,64
8004,1,"1 2 2 3 -2 4 4 -1 4 -3 -2 4",48,1,128
8005,1,"1 2 4 3 4 2 -3 4 -1 -2 4 -2",48,1,-64
8006,1,"1 2 4 4 -1 2 -4 -2 4 4 4 -2",24,1,-256
8007,1,"1 2 1 2 4 4 -2 -1 -2 4 -1 4",24,1,128
8008,1,"1 2 3 4 2 -3 4 4 4 -2 -1 -2",48,1,0
8009,1,"1 2 2 4 3 -2 -2 4 -1 4 -3 4",48,1,128
8010,1,"1 4 2 4 2 -4 -2 4 -2 4 -1 4",24,1,-128
8011,1,"1 2 -1 4 2 4 4 4 -1 -2 -2 1",24,1,-512
8012,1,"1 2 4 -2 3 4 3 4 -3 4 -1 -3",48,1,64
8013,1,"1 2 4 4 4 3 4 -3 -1 -3 -2 3",48,1,-128
8014,1,"1 2 3 4 -2 3 4 -1 4 -3 -3 4",48,1,128
8015,1,"1 2 3 -2 4 3 4 4 -3 -3 -1 4",48,1,128
8016,1,"1 2 1 4 2 -1 -2 -1 4 -2 4 4",24,1,128
8017,1,"1 2 4 2 4 -2 -2 4 2 -1 4 -2",24,1,-128
8018,1,"1 2 -1 4 -2 -2 4 -1 2 1 4 4",24,1,256
8019,1,"1 2 4 3 -2 4 4 3 -1 -3 -3 4",48,1,-128
8020,1,"1 2 4 -2 -4 3 4 4 -1 4 -3 4",48,1,0
8021,1,"1 2 1 4 4 2 -1 -2 -1 4 4 -2",12,1,0
8022,1,"1 2 4 3 3 4 -2 4 -3 -1 -3 4",48,1,128
8023,1,"1 2 3 4 4 -2 -3 2 -1 4 4 -2",24,1,128
8024,1,"1 2 4 3 -1 -4 -3 4 4 4 -2 4",48,1,-128
8025,1,"1 2 1 4 -1 4 -2 4 2 4 -1 -2",24,1,0
8026,1,"1 2 3 4 -1 2 -3 4 4 -2 4 -2",48,1,0
8027,1,"1 2 4 4 3 4 -1 -3 4 4 -2 -4",48,1,-128
8028,1,"1 2 3 -2 -3 2 4 4 4 -2 -1 4",48,1,-256
8029,1,"1 2 1 2 -1 4 -1 -2 -2 4 4 4",24,1,-256
8030,1,"1 2 1 -2 4 -1 -2 4 2 4 -1 4",24,1,128
8031,1,"1 2 -1 -1 -2 -2 4 4 2 4 1 4",24,1,-256
8032,1,"1 2 2 4 -1 4 -2 1 4 -1 -2 4",24,1,-128
8033,1,"1 2 3 4 -2 4 -1 2 -3 4 4 -2",48,1,0
8034,1,"1 2 2 4 4 4 4 -2 -4 -1 4 -2",24,1,512
8035,1,"1 2 2 4 4 -2 -4 -1 4 4 -2 4",24,1,256
8036,1,"1 4 2 4 -2 -4 -2 4 2 4 -1 4",24,1,128
8037,1,"1 2 1 -2 -1 4 4 -1 2 4 -2 4",24,1,-128
8038,1,"1 2 3 2 4 -2 -1 4 4 -3 4 -2",48,1,128
8039,1,"1 2 3 4 4 -3 4 2 4 -1 -2 -2",48,1,-128
8040,1,"1 2 1 -2 -2 4 -1 2 4 -1 4 4",24,1,0
8041,1,"1 2 4 4 4 4 4 2 -1 -4 -2 -2",24,1,-512
8042,1,"1 4 2 4 -2 4 -2 4 2 4 -1 -4",24,1,-128
8043,1,"1 2 2 2 4 4 -1 4 -2 -2 -2 4",24,1,512
8044,1,"1 2 -1 -1 -2 1 2 4 4 4 4 -2",24,1,0
8045,1,"1 2 3 4 4 3 -2 -3 4 -1 -3 4",48,1,-128
8046,1,"1 2 4 3 4 -2 -1 -2 4 -3 4 2",24,1,128
8047,1,"1 2 3 4 -1 3 -2 -3 -3 4 4 4",48,1,-256
8048,1,"1 2 4 3 -2 4 -3 4 4 -3 -1 3",48,1,0
8049,1,"1 2 3 -2 -3 4 4 4 -2 -1 4 2",48,1,-128
8050,1,"1 2 4 -2 4 3 4 4 -1 4 -3 -4",48,1,0
8051,1,"1 4 4 2 2 -1 -4 -2 4 -2 4 4",24,1,-256
8052,1,"1 2 3 -2 -3 4 -3 4 4 3 -1 4",48,1,-128
8053,1,"1 2 -1 -2 4 4 2 3 4 -2 -3 4",48,1,0
8054,1,"1 2 3 -2 4 -1 -4 -3 4 4 4 4",48,1,-256
8055,1,"1 2 4 4 3 3 -1 -3 -2 -3 4 4",48,1,0
8056,1,"1 2 4 4 4 -1 -4 -2 4 -2 4 2",24,1,0
8057,1,"1 2 1 4 4 -2 -1 4 2 4 -1 -2",24,1,128
8058,1,"1 2 4 -1 4 -2 4 4 -2 4 2 -4",24,1,128
8059,1,"1 2 -1 -2 1 4 4 -2 4 2 -1 4",24,1,-128
8060,1,"1 2 4 -2 -2 -4 -1 2 4 4 4 4",24,1,0
8061,1,"1 2 3 -2 -3 4 3 4 4 4 -1 -3",48,1,-128
8062,1,"1 2 3 4 4 4 4 -3 4 -2 -1 -4",48,1,-256
8063,1,"1 2 -1 -4 3 4 -3 4 -2 4 4 4",48,1,0
8064,1,"1 2 3 -2 3 4 4 4 -3 -1 4 -3",48,1,128
8065,1,"1 4 2 4 4 4 4 -2 4 -1 -4 -4",24,1,-512
8066,1,"1 2 3 4 3 -1 4 4 4 -3 -2 -3",48,1,-128
8067,1,"1 2 3 4 -3 -3 -2 -1 4 3 4 4",48,1,256
8068,1,"1 2 4 3 4 2 -1 -2 4 -3 4 -2",24,1,-128
8069,1,"1 2 3 4 -3 4 4 -1 3 4 -2 -3",48,1,0
8070,1,"1 2 -1 4 3 4 -3 -3 4 3 -2 4",48,1,0
8071,1,"1 2 3 2 -1 4 4 4 -2 4 -3 -2",48,1,-128
8072,1,"1 2 3 -2 -1 3 4 -3 4 4 -3 4",48,1,128
8073,1,"1 2 3 3 4 -2 -1 4 -3 -3 4 4",48,1,256
8074,1,"1 2 3 4 -1 -2 -2 4 4 -3 4 2",48,1,128
8075,1,"1 4 2 4 4 4 4 -2 -2 -1 -4 2",24,1,-512
8076,1,"1 4 4 2 -1 -4 2 4 -2 4 -2 4",24,1,128
8077,1,"1 2 3 -2 -1 4 4 4 -2 -3 2 4",48,1,0
8078,1,"1 2 4 -2 4 4 4 -1 -4 2 4 -2",24,1,256
8079,1,"1 2 -1 -4 -2 4 4 4 2 4 4 -2",24,1,-256
8080,1,"1 2 1 4 4 -1 -2 4 -1 2 4 -2",24,1,128
8081,1,"1 2 3 4 4 4 4 -2 -1 4 -3 -4",48,1,-256
8082,1,"1 2 1 4 -2 -2 -1 2 -1 4 4 4",24,1,256
8083,1,"1 2 -4 -2 4 -2 4 4 4 2 -1 4",24,1,0
8084,1,"1 2 3 -2 -1 4 -3 4 3 4 4 -3",48,1,-128
8085,1,"1 4 2 -1 4 -2 4 4 2 -4 -2 4",24,1,-128
8086,1,"1 2 4 -2 4 4 3 3 -1 -3 4 -3",48,1,-128
8087,1,"1 4 2 4 4 4 -2 -2 -4 2 -1 4",24,1,-256
8088,1,"1 2 3 -2 4 3 4 -1 4 -3 -3 4",48,1,0
8089,1,"1 2 2 -1 4 -1 -2 -2 4 4 4 1",24,1,-512
8090,1,"1 2 4 4 -2 -1 4 4 -2 4 2 -4",24,1,0
8091,1,"1 2 4 3 4 3 -1 4 4 -3 -2 -3",48,1,0
8092,1,"1 2 4 3 4 -2 -3 4 -1 -2 4 2",48,1,64
8093,1,"1 2 -1 4 1 2 4 -2 4 -2 -1 4",24,1,0
8094,1,"1 2 4 4 -1 3 4 -3 4 3 -2 -3",48,1,-128
8095,1,"1 1 1 -4 -1 4 -1 -1 4 4 4 4",6,1,-1024
8096,1,"1 2 3 4 -2 4 4 -3 -3 -1 4 3",48,1,128
8097,1,"1 2 3 4 -3 4 -2 4 -2 4 -1 2",48,1,64
8098,1,"1 2 4 -1 -1 -2 4 2 4 -2 1 4",24,1,-128
8099,1,"1 2 4 4 3 -2 -3 4 3 -1 4 -3",48,1,-128
8100,1,"1 4 -1 4 4 1 -4 -4 -1 4 4 4",6,1,-512
8101,1,"1 2 2 4 4 4 -2 4 4 -1 -2 -4",24,1,-512
8102,1,"1 2 -4 -2 4 2 -1 4 4 -2 4 4",24,1,0
8103,1,"1 2 4 -2 -2 4 2 -1 2 4 -2 4",24,1,128
8104,1,"1 2 4 2 -1 -4 -2 4 4 4 -2 4",24,1,-256
8105,1,"1 2 4 2 -1 -2 4 2 4 4 -2 -2",24,1,-256
8106,1,"1 2 4 2 2 4 -2 -2 4 -2 -1 4",24,1,256
8107,1,"1 2 1 4 -1 4 2 -1 -2 4 -2 4",24,1,0
8108,1,"1 4 2 -4 -1 4 4 -2 -2 4 2 4",24,1,0
8109,1,"1 2 -1 2 4 2 4 -2 4 -2 4 -2",24,1,0
8110,1,"1 2 -1 4 4 -1 -2 4 -2 4 2 1",24,1,0
8111,1,"1 2 4 3 -2 3 -1 -3 4 -3 4 4",48,1,0
8112,1,"1 2 -4 2 4 -2 4 4 4 -2 -1 4",24,1,256
8113,1,"1 2 3 4 4 4 -3 4 -1 -4 -2 4",48,1,-128
8114,1,"1 2 4 1 2 4 -1 -2 4 -2 -1 4",24,1,0
8115,1,"1 2 3 4 -2 4 3 4 -3 -3 -1 4",48,1,128
8116,1,"1 2 3 4 -3 4 4 2 4 -1 -2 -2",48,1,-128
8117,1,"1 2 4 -1 4 2 2 4 -2 -2 4 -2",24,1,0
8118,1,"1 2 3 -1 -3 4 3 -2 4 4 4 -3",48,1,-128
8119,1,"1 2 3 2 -1 4 4 -3 4 -2 -2 4",48,1,0
8120,1,"1 2 3 4 -2 -1 4 3 4 -3 -3 4",48,1,128
8121,1,"1 2 2 1 4 -2 -1 4 -1 4 -2 4",24,1,128
8122,1,"1 2 4 3 -1 4 4 -2 4 4 -3 -4",48,1,-128
8123,1,"1 2 3 3 -1 -2 4 4 -3 4 4 -3",48,1,-256
8124,1,"1 2 -1 2 4 -2 4 4 3 -2 -3 4",48,1,0
8125,1,"1 2 2 4 -2 3 4 -1 4 -3 -2 4",48,1,0
8126,1,"1 2 1 4 -2 -1 4 2 -1 -2 4 4",24,1,128
8127,1,"1 2 -1 4 -2 4 -2 -1 2 4 1 4",12,1,128
8128,1,"1 2 3 2 4 -2 -3 4 4 -1 -2 4",48,1,0
8129,1,"1 2 -1 4 -2 4 3 -2 -3 4 4 2",48,1,0
8130,1,"1 2 -1 4 4 4 3 4 2 -3 -2 -2",48,1,0
8131,1,"1 2 -1 4 -2 -1 4 1 2 4 -2 4",24,1,0
8132,1,"1 2 4 2 2 4 -1 -2 4 4 -2 -2",24,1,-256
8133,1,"1 2 4 -2 4 4 4 -2 -1 4 2 -4",24,1,0
8134,1,"1 2 4 2 2 4 -2 -1 4 4 -2 -2",24,1,256
8135,1,"1 2 -1 4 -2 -2 -2 4 4 2 2 4",24,1,0
8136,1,"1 2 3 3 4 -2 -3 4 -1 4 -3 4",48,1,0
8137,1,"1 2 4 -2 -2 4 -1 -2 4 4 2 2",24,1,256
8138,1,"1 2 3 4 4 4 -3 4 2 -1 -2 -2",48,1,-256
8139,1,"1 2 -1 4 -1 -2 1 4 -2 4 2 4",24,1,-128
8140,1,"1 2 3 3 4 -3 4 -2 -1 -3 4 4",48,1,0
8141,1,"1 2 2 3 4 4 -2 -3 4 -2 -1 4",48,1,0
8142,1,"1 2 3 4 -3 4 4 -2 4 4 -1 -4",48,1,-128
8143,1,"1 2 1 -2 -2 -1 -1 4 2 4 4 4",24,1,0
8144,1,"1 2 3 4 -1 3 -2 4 -3 4 -3 4",48,1,0
8145,1,"1 2 4 2 -1 2 4 -2 -2 -2 4 4",24,1,256
8146,1,"1 2 -1 4 -2 3 4 4 3 4 -3 -3",48,1,128
8147,1,"1 2 4 -2 3 -1 4 4 3 4 -3 -3",48,1,128
8148,1,"1 2 -1 4 -2 -1 4 2 1 -2 4 4",24,1,128
8149,1,"1 4 4 2 4 4 -1 -4 -2 -2 4 2",24,1,256
8150,1,"1 2 -1 4 2 4 3 -2 -3 4 4 -2",48,1,0
8151,1,"1 2 3 4 -2 -3 4 3 -1 4 -3 4",48,1,-64
8152,1,"1 2 4 4 4 -1 4 3 4 -2 -3 -4",48,1,-128
8153,1,"1 2 3 4 4 4 -3 -4 -1 -2 4 4",48,1,256
8154,1,"1 2 4 3 -2 4 4 -1 -4 -3 4 4",48,1,-128
8155,1,"1 2 -1 -1 4 -2 -2 4 2 4 1 4",24,1,0
8156,1,"1 2 2 1 4 4 -2 -1 -1 -2 4 4",12,1,512
8157,1,"1 2 3 -1 4 -3 -2 -3 4 4 3 4",48,1,0
8158,1,"1 2 4 -1 -4 -2 4 2 4 -2 4 4",24,1,-128
8159,1,"1 2 4 3 -1 4 -3 -4 -2 4 4 4",48,1,-128
8160,1,"1 2 3 3 -1 4 -2 -3 -3 4 4 4",48,1,0
8161,1,"1 2 -1 4 -1 -2 -2 1 2 4 4 4",24,1,-256
8162,1,"1 2 3 4 3 -1 4 -2 4 -3 -3 4",48,1,0
8163,1,"1 2 -1 -2 -2 4 2 4 4 -2 4 2",24,1,0
8164,1,"1 2 3 -4 -3 4 -1 -2 4 4 4 4",48,1,0
8165,1,"1 2 1 -2 -1 2 4 -2 -1 4 4 4",24,1,-256
8166,1,"1 2 3 4 -3 4 4 -2 -3 -1 3 4",48,1,128
8167,1,"1 2 4 -2 -2 -4 -1 4 4 2 4 4",24,1,256
8168,1,"1 2 4 3 4 -3 -1 4 -3 -2 4 3",48,1,0
8169,1,"1 2 3 -2 4 -3 2 4 4 -1 4 -2",48,1,0
8170,1,"1 2 4 3 -2 3 4 -1 -3 4 4 -3",48,1,0
8171,1,"1 2 3 4 -2 -3 4 4 2 -1 -2 4",48,1,0
8172,1,"1 2 2 -4 -1 4 4 4 -2 -2 4 4",24,1,-512
8173,1,"1 2 4 3 -1 4 -2 3 4 4 -3 -3",48,1,0
8174,1,"1 2 4 3 4 -2 3 -1 4 4 -3 -3",48,1,128
8175,1,"1 2 3 -1 -3 4 -2 4 3 4 4 -3",48,1,-128
8176,1,"1 2 3 2 -1 4 4 -3 -2 4 -2 4",48,1,0
8177,1,"1 2 3 -2 -3 -2 4 -1 4 2 4 4",48,1,0
8178,1,"1 2 3 -2 4 -1 4 3 4 -3 -3 4",48,1,0
8179,1,"1 2 -1 4 3 3 4 4 -2 -3 -3 4",48,1,0
8180,1,"1 2 3 -2 4 4 -3 4 -2 -1 4 2",48,1,0
8181,1,"1 2 3 4 4 -2 4 4 -1 -4 -3 4",48,1,-128
8182,1,"1 2 3 4 3 4 4 -1 -2 4 -3 -3",48,1,0
8183,1,"1 2 3 4 -2 -3 -3 4 4 3 -1 4",48,1,-128
8184,1,"1 2 4 3 4 -3 -4 -2 -1 4 4 4",48,1,0
8185,1,"1 2 3 -2 -1 4 -3 -3 4 4 4 3",48,1,256
8186,1,"1 2 3 -1 4 4 3 -2 4 -3 4 -3",48,1,-128
8187,1,"1 2 4 4 3 -1 -3 4 -3 -2 4 3",48,1,0
8188,1,"1 2 -1 4 3 4 2 -3 4 4 -2 -2",48,1,-128
8189,1,"1 2 3 2 -1 4 -2 4 -3 4 -2 4",48,1,0
8190,1,"1 2 4 3 3 -2 4 4 -1 -3 4 -3",48,1,-128
8191,1,"1 2 2 4 2 4 -2 -2 -1 -2 4 4",24,1,256
8192,1,"1 2 4 4 -1 3 3 -2 4 -3 -3 4",48,1,0
8193,1,"1 2 3 4 -1 4 2 4 4 -3 -2 -2",48,1,0
8194,1,"1 2 2 4 4 -1 -2 -4 -2 4 4 4",24,1,0
8195,1,"1 2 4 4 2 4 -2 -1 4 4 -2 -4",24,1,0
8196,1,"1 2 4 3 -1 3 4 -3 4 -2 4 -3",48,1,64
8197,1,"1 2 4 -2 4 4 3 3 4 -3 -1 -3",48,1,128
8198,1,"1 2 4 4 -1 4 -2 4 3 4 -3 -4",48,1,0
8199,1,"1 2 -1 2 4 4 -2 3 -2 -3 4 4",48,1,128
8200,1,"1 2 1 4 -2 4 -2 -1 2 4 -1 4",24,1,0
8201,1,"1 2 4 2 4 -2 -2 -1 -2 4 2 4",24,1,128
8202,1,"1 2 4 4 3 4 3 -2 -3 -1 4 -3",48,1,0
8203,1,"1 2 1 -2 -1 -2 4 4 2 4 -1 4",24,1,128
8204,1,"1 2 4 -1 2 -4 -2 -2 4 4 4 4",24,1,-512
8205,1,"1 2 -1 4 4 1 2 4 -1 -2 -2 4",24,1,-256
8206,1,"1 2 -1 -4 -2 4 2 4 4 4 -2 4",24,1,-256
8207,1,"1 2 -1 2 4 -2 -2 -2 4 4 2 4",24,1,256
8208,1,"1 2 4 3 3 -2 -3 -3 4 -1 4 4",48,1,0
8209,1,"1 2 -4 -1 4 -2 -2 4 4 2 4 4",24,1,-256
8210,1,"1 2 3 -2 -2 4 2 4 -1 4 -3 4",48,1,0
8211,1,"1 2 3 -2 4 2 4 4 -1 -2 -3 4",48,1,-128
8212,1,"1 2 -1 -2 4 4 3 4 -2 -3 4 2",48,1,0
8213,1,"1 2 4 2 3 4 -2 -3 4 -2 -1 4",48,1,0
8214,1,"1 2 -1 -2 4 2 4 4 -2 -2 4 2",24,1,0
8215,1,"1 2 3 -2 3 4 -3 4 -3 4 -1 4",48,1,64
